start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
1000001,1500000,1,271,0.598332,0.982072,0.982636424116936,1.95686523672924,TRUE,FALSE,275.788677631749,51,NA,2,2,SA01-Library-1-1
1500001,2000000,1,266,0.539498,0.963004,1.06598901426045,2.12285723747333,TRUE,FALSE,249.533528433725,51,NA,2,2,SA01-Library-1-1
2000001,2500000,1,283,0.594508,0.997066,1.03244134062534,2.05604893004804,TRUE,FALSE,274.107582546617,51,NA,2,2,SA01-Library-1-1
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
3000001,3500000,1,268,0.584572,0.996989,0.99361180584139,1.97872209286574,TRUE,FALSE,269.723043168813,51,NA,2,2,SA01-Library-1-1
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
4000001,4500000,1,239,0.482574,0.996234,1.07014024529287,2.13112418086927,TRUE,TRUE,223.335213352892,51,NA,2,2,SA01-Library-1-1
4500001,5000000,1,217,0.481828,0.999002,0.973152273750203,1.93797808406822,TRUE,TRUE,222.986685489368,51,NA,2,2,SA01-Library-1-1
5000001,5500000,1,230,0.447446,0.997099,1.11230531635803,2.21509355117405,TRUE,TRUE,206.777758424348,51,NA,2,2,SA01-Library-1-1
5500001,6000000,1,211,0.49113,0.997494,0.92819496962943,1.84844813849342,TRUE,TRUE,227.322929884267,51,NA,2,2,SA01-Library-1-1
6000001,6500000,1,235,0.545072,0.997854,0.932329496100273,1.85668181569341,TRUE,TRUE,252.056811441612,51,NA,2,2,SA01-Library-1-1
6500001,7000000,1,240,0.489968,0.999179,1.05828322505591,2.10751159116321,TRUE,TRUE,226.782390873975,51,NA,2,2,SA01-Library-1-1
7000001,7500000,1,225,0.470672,0.99554,1.03325414949895,2.05766759325838,TRUE,TRUE,217.758622221947,51,NA,2,2,SA01-Library-1-1
7500001,8000000,1,216,0.48825,0.998566,0.955825741111903,1.90347326767754,TRUE,TRUE,225.982614517924,51,NA,2,2,SA01-Library-1-1
8000001,8500000,1,236,0.462702,0.998576,1.10277684431817,2.19611813439086,TRUE,TRUE,214.005218930685,51,NA,2,2,SA01-Library-1-1
8500001,9000000,1,208,0.42601,0.997957,1.0583755384632,2.10769542812791,TRUE,TRUE,196.527595773824,51,NA,2,2,SA01-Library-1-1
9000001,9500000,1,210,0.506692,0.999332,0.895405398131795,1.78314954888676,TRUE,TRUE,234.530638790152,51,NA,2,2,SA01-Library-1-1
9500001,10000000,1,245,0.497248,0.999216,1.06446059094464,2.11981346830264,TRUE,TRUE,230.163523275745,51,NA,2,2,SA01-Library-1-1
10000001,10500000,1,205,0.445162,0.999742,0.996641137809221,1.98475483729987,TRUE,TRUE,205.690887344489,51,NA,2,2,SA01-Library-1-1
10500001,11000000,1,225,0.511386,0.999463,0.950597503380719,1.89306152594438,TRUE,TRUE,236.69323683242,51,NA,2,2,SA01-Library-1-1
11000001,11500000,1,229,0.480212,0.996129,1.03045819929332,2.05209961549291,TRUE,TRUE,222.231236703291,51,NA,2,2,SA01-Library-1-1
11500001,12000000,1,242,0.519874,0.9993,1.00585941758797,2.00311252362082,TRUE,TRUE,240.590281075571,51,NA,2,2,SA01-Library-1-1
12000001,12500000,1,251,0.476294,0.998406,1.13885382338703,2.26796341149781,TRUE,TRUE,220.397029755327,51,NA,2,2,SA01-Library-1-1
12500001,13000000,1,223,0.462062,0.982103,1.0435035646193,2.07807872768571,TRUE,TRUE,213.703151154406,51,NA,2,2,SA01-Library-1-1
13000001,13500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
13500001,14000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
14000001,14500000,1,203,0.4314,0.996742,1.01950928299651,2.03029546376882,TRUE,TRUE,199.115401287321,51,NA,2,2,SA01-Library-1-1
14500001,15000000,1,197,0.431124,0.996247,0.990034022613267,1.97159713855728,TRUE,TRUE,198.983060683111,51,NA,2,2,SA01-Library-1-1
15000001,15500000,1,187,0.494934,0.999853,0.816272390977238,1.62556061062024,TRUE,TRUE,229.090193502838,51,NA,2,2,SA01-Library-1-1
15500001,16000000,1,213,0.472726,0.998952,0.973832479989327,1.93933267658126,TRUE,TRUE,218.723450261522,51,NA,2,2,SA01-Library-1-1
16000001,16500000,1,231,0.513082,0.997441,0.972740928282012,1.93715891267661,TRUE,TRUE,237.473301763889,51,NA,2,2,SA01-Library-1-1
16500001,17000000,1,212,0.479312,0.985594,0.955771964702712,1.90336617497965,TRUE,TRUE,221.810230713287,51,NA,2,2,SA01-Library-1-1
17000001,17500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-1-1
17500001,18000000,1,254,0.513392,0.999589,1.0689524435925,2.12875874051053,TRUE,TRUE,237.615809311745,51,NA,2,2,SA01-Library-1-1
18000001,18500000,1,205,0.494528,0.999523,0.895580783300598,1.78349881859776,TRUE,TRUE,228.901740437627,51,NA,2,2,SA01-Library-1-1
18500001,19000000,1,218,0.488698,0.999556,0.963786221023628,1.91932611622316,TRUE,TRUE,226.19123955566,51,NA,2,2,SA01-Library-1-1
19000001,19500000,1,242,0.49686,0.999692,1.05224874668389,2.09549426648627,TRUE,TRUE,229.983642900646,51,NA,2,2,SA01-Library-1-1
19500001,20000000,1,215,0.477782,0.998335,0.972436747700048,1.93655315413568,TRUE,TRUE,221.094071679732,51,NA,2,2,SA01-Library-1-1
20000001,20500000,1,209,0.462494,0.999567,0.977059860469246,1.94575982350137,TRUE,TRUE,213.907057751431,51,NA,2,2,SA01-Library-1-1
20500001,21000000,1,208,0.485118,0.99975,0.926409468780575,1.84489241385761,TRUE,TRUE,224.522748319691,51,NA,2,2,SA01-Library-1-1
21000001,21500000,1,198,0.41547,0.995106,1.0342291109804,2.05960917427796,TRUE,TRUE,191.446941396095,51,NA,2,2,SA01-Library-1-1
21500001,22000000,1,235,0.505598,0.997961,1.00416256704647,1.99973334109198,TRUE,TRUE,234.025851701684,51,NA,2,2,SA01-Library-1-1
22000001,22500000,1,225,0.48992,0.992288,0.992238248369765,1.97598673032381,TRUE,TRUE,226.760055228341,51,NA,2,2,SA01-Library-1-1
22500001,23000000,1,235,0.493016,0.999995,1.02980038492684,2.05078961513634,TRUE,TRUE,228.199565119307,51,NA,2,2,SA01-Library-1-1
23000001,23500000,1,219,0.47373,0.998816,0.999111795077904,1.9896750124555,TRUE,TRUE,219.19468980238,51,NA,2,2,SA01-Library-1-1
23500001,24000000,1,209,0.472092,0.999129,0.956846894881828,1.90550683804465,TRUE,TRUE,218.425749320963,51,NA,2,2,SA01-Library-1-1
24000001,24500000,1,221,0.473276,0.917174,1.00921707654737,2.00979911281411,TRUE,TRUE,218.981629557898,51,NA,2,2,SA01-Library-1-1
24500001,25000000,1,227,0.456138,0.999192,1.0763270355857,2.14344482618002,TRUE,TRUE,210.902441818229,51,NA,2,2,SA01-Library-1-1
25000001,25500000,1,216,0.482684,0.99398,0.966933586399418,1.92559391755844,TRUE,TRUE,223.386593493274,51,NA,2,2,SA01-Library-1-1
25500001,26000000,1,215,0.465824,0.98842,0.997784800011229,1.98703237632727,TRUE,TRUE,215.477325368737,51,NA,2,2,SA01-Library-1-1
26000001,26500000,1,243,0.487938,0.999261,1.07599589192437,2.14278537218125,TRUE,TRUE,225.837293454166,51,NA,2,2,SA01-Library-1-1
26500001,27000000,1,195,0.48615,0.997855,0.866651110594967,1.72588700059653,TRUE,TRUE,225.004038668029,51,NA,2,2,SA01-Library-1-1
27000001,27500000,1,227,0.492838,0.996179,0.99510397749735,1.98169366889235,TRUE,TRUE,228.116865305771,51,NA,2,2,SA01-Library-1-1
