chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,1000001,1500000,500000,0.598332,0.982072,273,True,False,42,267.0610631852659,1.0222381231614215,1.0222381231614215,NA,SA01-Library-5-5
1,1500001,2000000,500000,0.539498,0.963004,228,True,True,42,239.81729405027474,0.9507237620327857,0.9507237620327857,NA,SA01-Library-5-5
1,2000001,2500000,500000,0.594508,0.997066,237,True,True,42,265.2727708383667,0.8934200040621826,0.8934200040621826,NA,SA01-Library-5-5
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,3000001,3500000,500000,0.584572,0.996989,252,True,False,42,260.63760655616534,0.9668597073526917,0.9668597073526917,NA,SA01-Library-5-5
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,4000001,4500000,500000,0.482574,0.996234,211,True,True,42,214.00755184521643,0.985946515348245,0.985946515348245,NA,SA01-Library-5-5
1,4500001,5000000,500000,0.481828,0.999002,206,True,True,42,213.67289836201593,0.9640904465618466,0.9640904465618466,NA,SA01-Library-5-5
1,5000001,5500000,500000,0.447446,0.997099,175,True,True,42,198.34996294210228,0.8822789649377547,0.8822789649377547,NA,SA01-Library-5-5
1,5500001,6000000,500000,0.49113,0.997494,184,True,True,42,217.85238707112103,0.844608601602931,0.844608601602931,NA,SA01-Library-5-5
1,6000001,6500000,500000,0.545072,0.997854,264,True,False,42,242.37363961325303,1.0892273616110044,1.0892273616110044,NA,SA01-Library-5-5
1,6500001,7000000,500000,0.489968,0.999179,227,True,True,42,217.32949907931942,1.0444969549078613,1.0444969549078613,NA,SA01-Library-5-5
1,7000001,7500000,500000,0.470672,0.99554,188,True,True,42,208.67942261585696,0.9009033935563248,0.9009033935563248,NA,SA01-Library-5-5
1,7500001,8000000,500000,0.48825,0.998566,224,True,True,42,216.55682950002927,1.0343705184322978,1.0343705184322978,NA,SA01-Library-5-5
1,8000001,8500000,500000,0.462702,0.998576,206,True,True,42,205.12472832561068,1.0042670217361602,1.0042670217361602,NA,SA01-Library-5-5
1,8500001,9000000,500000,0.42601,0.997957,206,True,True,42,188.89643066875942,1.0905446930399265,1.0905446930399265,NA,SA01-Library-5-5
1,9000001,9500000,500000,0.506692,0.999332,216,True,True,42,224.87683273284225,0.9605258015022469,0.9605258015022469,NA,SA01-Library-5-5
1,9500001,10000000,500000,0.497248,0.999216,199,True,True,42,220.60913855537206,0.9020478539698017,0.9020478539698017,NA,SA01-Library-5-5
1,10000001,10500000,500000,0.445162,0.999742,187,True,True,42,197.3390433065526,0.9476077154661603,0.9476077154661603,NA,SA01-Library-5-5
1,10500001,11000000,500000,0.511386,0.999463,229,True,True,42,227.0035617334766,1.0087947442378344,1.0087947442378344,NA,SA01-Library-5-5
1,11000001,11500000,500000,0.480212,0.996129,214,True,True,42,212.94828369764565,1.0049388343690415,1.0049388343690415,NA,SA01-Library-5-5
1,11500001,12000000,500000,0.519874,0.9993,259,True,False,42,230.8585851124921,1.1218989316502794,1.1218989316502794,NA,SA01-Library-5-5
1,12000001,12500000,500000,0.476294,0.998406,210,True,True,42,211.19326022725375,0.9943499133165057,0.9943499133165057,NA,SA01-Library-5-5
1,12500001,13000000,500000,0.462062,0.982103,209,True,True,42,204.83974194621064,1.0203098188577187,1.0203098188577187,NA,SA01-Library-5-5
1,13000001,13500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,13500001,14000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,14000001,14500000,500000,0.4314,0.996742,199,True,True,42,191.26627171795832,1.040434354748368,1.040434354748368,NA,SA01-Library-5-5
1,14500001,15000000,500000,0.431124,0.996247,203,True,True,42,191.1448040657611,1.0620220674696461,1.0620220674696461,NA,SA01-Library-5-5
1,15000001,15500000,500000,0.494934,0.999853,224,True,True,42,219.56572330622166,1.0201956691008367,1.0201956691008367,NA,SA01-Library-5-5
1,15500001,16000000,500000,0.472726,0.998952,185,True,True,42,209.59724297932053,0.8826451978581257,0.8826451978581257,NA,SA01-Library-5-5
1,16000001,16500000,500000,0.513082,0.997441,225,True,True,42,227.77287898860934,0.9878261231059559,0.9878261231059559,NA,SA01-Library-5-5
1,16500001,17000000,500000,0.479312,0.985594,196,True,True,42,212.5449124091078,0.9221580407567599,0.9221580407567599,NA,SA01-Library-5-5
1,17000001,17500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-5-5
1,17500001,18000000,500000,0.513392,0.999589,255,True,False,42,227.91354898421872,1.1188452864540177,1.1188452864540177,NA,SA01-Library-5-5
1,18000001,18500000,500000,0.494528,0.999523,264,True,False,42,219.38274428186728,1.2033763223456062,1.2033763223456062,NA,SA01-Library-5-5
