chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-7-7
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-7-7
1,1000001,1500000,500000,0.598332,0.982072,290,True,False,43,260.9897429986721,1.111154778222359,1.111154778222359,NA,SA01-Library-7-7
1,1500001,2000000,500000,0.539498,0.963004,262,True,False,43,239.01979117452888,1.0961435398823995,1.0961435398823995,NA,SA01-Library-7-7
1,2000001,2500000,500000,0.594508,0.997066,272,True,False,43,259.61215921494437,1.0477167202896656,1.0477167202896656,NA,SA01-Library-7-7
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-7-7
1,3000001,3500000,500000,0.584572,0.996989,256,True,False,43,256.0000001563999,0.9999999993890629,0.9999999993890629,NA,SA01-Library-7-7
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-7-7
1,4000001,4500000,500000,0.482574,0.996234,212,True,True,43,216.18479226882246,0.9806425224230447,0.9806425224230447,NA,SA01-Library-7-7
1,4500001,5000000,500000,0.481828,0.999002,228,True,True,43,215.8752306866704,1.056165634541593,1.056165634541593,NA,SA01-Library-7-7
1,5000001,5500000,500000,0.447446,0.997099,199,True,True,43,201.31872708650167,0.98848230802937,0.98848230802937,NA,SA01-Library-7-7
1,5500001,6000000,500000,0.49113,0.997494,251,True,True,43,219.7161435715176,1.142383058067372,1.142383058067372,NA,SA01-Library-7-7
1,6000001,6500000,500000,0.545072,0.997854,246,True,True,43,241.17235549009996,1.020017404151025,1.020017404151025,NA,SA01-Library-7-7
1,6500001,7000000,500000,0.489968,0.999179,220,True,True,43,219.23860467311684,1.0034729071917712,1.0034729071917712,NA,SA01-Library-7-7
1,7000001,7500000,500000,0.470672,0.99554,222,True,True,43,211.21411271644746,1.0510661297431032,1.0510661297431032,NA,SA01-Library-7-7
1,7500001,8000000,500000,0.48825,0.998566,230,True,True,43,218.531385299551,1.0524804008574258,1.0524804008574258,NA,SA01-Library-7-7
