start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-3-3
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-3-3
1000001,1500000,1,283,0.598332,0.982072,1.06235329363291,2.11749593602553,TRUE,FALSE,266.38972335863,49,NA,2,2,SA01-Library-3-3
1500001,2000000,1,270,0.539498,0.963004,1.11384179672696,2.22012346747588,TRUE,FALSE,242.40426314886,49,NA,2,2,SA01-Library-3-3
2000001,2500000,1,299,0.594508,0.997066,1.12891078473137,2.25015916374622,TRUE,FALSE,264.857067577,49,NA,2,2,SA01-Library-3-3
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-3-3
3000001,3500000,1,272,0.584572,0.996989,1.0427143903357,2.07835142716105,TRUE,FALSE,260.857625559794,49,NA,2,2,SA01-Library-3-3
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-3-3
4000001,4500000,1,203,0.482574,0.996234,0.929601212349606,1.85289281924595,TRUE,TRUE,218.373209181719,49,NA,2,2,SA01-Library-3-3
4500001,5000000,1,220,0.481828,0.999002,1.00892950293858,2.01101096500854,TRUE,TRUE,218.052896024186,49,NA,2,2,SA01-Library-3-3
5000001,5500000,1,211,0.447446,0.997099,1.03869726661472,2.07034444567506,TRUE,TRUE,203.139073127325,49,NA,2,2,SA01-Library-3-3
5500001,6000000,1,248,0.49113,0.997494,1.11693106604668,2.22628103790843,TRUE,TRUE,222.036979307759,49,NA,2,2,SA01-Library-3-3
6000001,6500000,1,240,0.545072,0.997854,0.980737465192045,1.95481824106787,TRUE,TRUE,244.713808249391,49,NA,2,2,SA01-Library-3-3
6500001,7000000,1,229,0.489968,0.999179,1.03367116891067,2.06032636456572,TRUE,TRUE,221.540473302869,49,NA,2,2,SA01-Library-3-3
7000001,7500000,1,201,0.470672,0.99554,0.942572534030385,1.87874742063755,TRUE,TRUE,213.246188216981,49,NA,2,2,SA01-Library-3-3
7500001,8000000,1,212,0.48825,0.998566,0.960119804759069,1.91372286117981,TRUE,TRUE,220.805777517733,49,NA,2,2,SA01-Library-3-3
