chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-6-6
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-6-6
1,1000001,1500000,500000,0.598332,0.982072,266,True,False,42,271.0617229189901,0.9813263087665726,0.9813263087665726,NA,SA01-Library-6-6
1,1500001,2000000,500000,0.539498,0.963004,253,True,True,42,241.89952326652846,1.0458887912781907,1.0458887912781907,NA,SA01-Library-6-6
1,2000001,2500000,500000,0.594508,0.997066,262,True,False,42,269.13330595498996,0.9734952687119931,0.9734952687119931,NA,SA01-Library-6-6
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-6-6
1,3000001,3500000,500000,0.584572,0.996989,252,True,True,42,264.14408295902274,0.9540247776025077,0.9540247776025077,NA,SA01-Library-6-6
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-6-6
1,4000001,4500000,500000,0.482574,0.996234,222,True,True,42,214.71708003360254,1.0339186801779239,1.0339186801779239,NA,SA01-Library-6-6
1,4500001,5000000,500000,0.481828,0.999002,234,True,True,42,214.36759344670946,1.091582903169415,1.091582903169415,NA,SA01-Library-6-6
1,5000001,5500000,500000,0.447446,0.997099,212,True,True,42,198.44963420733455,1.0682811326248574,1.0682811326248574,NA,SA01-Library-6-6
1,5500001,6000000,500000,0.49113,0.997494,222,True,True,42,218.73787780586733,1.0149133850380858,1.0149133850380858,NA,SA01-Library-6-6
1,6000001,6500000,500000,0.545072,0.997854,234,True,True,42,244.61584238324153,0.9566019834209691,0.9566019834209691,NA,SA01-Library-6-6
1,6500001,7000000,500000,0.489968,0.999179,219,True,True,42,218.1904617805136,1.0037102365194164,1.0037102365194164,NA,SA01-Library-6-6
1,7000001,7500000,500000,0.470672,0.99554,210,True,True,42,209.16203884132824,1.0040062774455332,1.0040062774455332,NA,SA01-Library-6-6
1,7500001,8000000,500000,0.48825,0.998566,214,True,True,42,217.38189087364958,0.9844426283161956,0.9844426283161956,NA,SA01-Library-6-6
1,8000001,8500000,500000,0.462702,0.998576,212,True,True,42,205.46701622828078,1.0317957786687322,1.0317957786687322,NA,SA01-Library-6-6
1,8500001,9000000,500000,0.42601,0.997957,163,True,True,42,188.71291037054795,0.8637458861714375,0.8637458861714375,NA,SA01-Library-6-6
1,9000001,9500000,500000,0.506692,0.999332,253,True,True,42,226.1099079349771,1.118924872910725,1.118924872910725,NA,SA01-Library-6-6
1,9500001,10000000,500000,0.497248,0.999216,216,True,True,42,221.62703858722227,0.9746103245204545,0.9746103245204545,NA,SA01-Library-6-6
1,10000001,10500000,500000,0.445162,0.999742,206,True,True,42,197.40533125568987,1.043538179489073,1.043538179489073,NA,SA01-Library-6-6
