start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-5-5
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-5-5
1000001,1500000,1,273,0.598332,0.982072,1.02223812316142,2.01679929969785,TRUE,FALSE,267.061063185266,42,NA,2,2,SA01-Library-5-5
1500001,2000000,1,228,0.539498,0.963004,0.950723762032786,1.8757068182352,TRUE,TRUE,239.817294050275,42,NA,2,2,SA01-Library-5-5
2000001,2500000,1,237,0.594508,0.997066,0.893420004062183,1.7626507931011,TRUE,TRUE,265.272770838367,42,NA,2,2,SA01-Library-5-5
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-5-5
3000001,3500000,1,252,0.584572,0.996989,0.966859707352692,1.90754183053204,TRUE,FALSE,260.637606556165,42,NA,2,2,SA01-Library-5-5
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-5-5
4000001,4500000,1,211,0.482574,0.996234,0.985946515348245,1.94519867400786,TRUE,TRUE,214.007551845216,42,NA,2,2,SA01-Library-5-5
4500001,5000000,1,206,0.481828,0.999002,0.964090446561847,1.9020782862784,TRUE,TRUE,213.672898362016,42,NA,2,2,SA01-Library-5-5
5000001,5500000,1,175,0.447446,0.997099,0.882278964937755,1.74067035684564,TRUE,TRUE,198.349962942102,42,NA,2,2,SA01-Library-5-5
5500001,6000000,1,184,0.49113,0.997494,0.844608601602931,1.66634954971503,TRUE,TRUE,217.852387071121,42,NA,2,2,SA01-Library-5-5
6000001,6500000,1,264,0.545072,0.997854,1.089227361611,2.14896405283245,TRUE,FALSE,242.373639613253,42,NA,2,2,SA01-Library-5-5
6500001,7000000,1,227,0.489968,0.999179,1.04449695490786,2.06071430859957,TRUE,TRUE,217.329499079319,42,NA,2,2,SA01-Library-5-5
7000001,7500000,1,188,0.470672,0.99554,0.900903393556325,1.77741496042102,TRUE,TRUE,208.679422615857,42,NA,2,2,SA01-Library-5-5
