start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-6-6
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-6-6
1000001,1500000,1,266,0.598332,0.982072,0.981326308766573,1.93467640803212,TRUE,FALSE,271.06172291899,42,NA,2,2,SA01-Library-6-6
1500001,2000000,1,253,0.539498,0.963004,1.04588879127819,2.06196078902075,TRUE,TRUE,241.899523266528,42,NA,2,2,SA01-Library-6-6
2000001,2500000,1,262,0.594508,0.997066,0.973495268711993,1.91923757967441,TRUE,FALSE,269.13330595499,42,NA,2,2,SA01-Library-6-6
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-6-6
3000001,3500000,1,252,0.584572,0.996989,0.954024777602508,1.88085167330891,TRUE,TRUE,264.144082959023,42,NA,2,2,SA01-Library-6-6
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-6-6
4000001,4500000,1,222,0.482574,0.996234,1.03391868017792,2.03836181756719,TRUE,TRUE,214.717080033603,42,NA,2,2,SA01-Library-6-6
4500001,5000000,1,234,0.481828,0.999002,1.09158290316942,2.15204633902811,TRUE,TRUE,214.367593446709,42,NA,2,2,SA01-Library-6-6
5000001,5500000,1,212,0.447446,0.997099,1.06828113262486,2.10610709808939,TRUE,TRUE,198.449634207335,42,NA,2,2,SA01-Library-6-6
5500001,6000000,1,222,0.49113,0.997494,1.01491338503809,2.00089304106924,TRUE,TRUE,218.737877805867,42,NA,2,2,SA01-Library-6-6
6000001,6500000,1,234,0.545072,0.997854,0.956601983420969,1.88593261249405,TRUE,TRUE,244.615842383242,42,NA,2,2,SA01-Library-6-6
6500001,7000000,1,219,0.489968,0.999179,1.00371023651942,1.97880612977264,TRUE,TRUE,218.190461780514,42,NA,2,2,SA01-Library-6-6
7000001,7500000,1,210,0.470672,0.99554,1.00400627744553,1.97938977192149,TRUE,TRUE,209.162038841328,42,NA,2,2,SA01-Library-6-6
7500001,8000000,1,214,0.48825,0.998566,0.984442628316196,1.94082020531818,TRUE,TRUE,217.38189087365,42,NA,2,2,SA01-Library-6-6
8000001,8500000,1,212,0.462702,0.998576,1.03179577866873,2.03417653543451,TRUE,TRUE,205.467016228281,42,NA,2,2,SA01-Library-6-6
8500001,9000000,1,163,0.42601,0.997957,0.863745886171438,1.70286761251825,TRUE,TRUE,188.712910370548,42,NA,2,2,SA01-Library-6-6
9000001,9500000,1,253,0.506692,0.999332,1.11892487291073,2.20595079805982,TRUE,TRUE,226.109907934977,42,NA,2,2,SA01-Library-6-6
9500001,10000000,1,216,0.497248,0.999216,0.974610324520454,1.92143590264507,TRUE,TRUE,221.627038587222,42,NA,2,2,SA01-Library-6-6
10000001,10500000,1,206,0.445162,0.999742,1.04353817948907,2.05732657802261,TRUE,TRUE,197.40533125569,42,NA,2,2,SA01-Library-6-6
10500001,11000000,1,231,0.511386,0.999463,1.01161183456736,1.99438406260959,TRUE,TRUE,228.348455510896,42,NA,2,2,SA01-Library-6-6
11000001,11500000,1,224,0.480212,0.996129,1.04863451207083,2.06737395403335,TRUE,TRUE,213.61112706242,42,NA,2,2,SA01-Library-6-6
11500001,12000000,1,239,0.519874,0.9993,1.02833786959083,2.02735929732077,TRUE,TRUE,232.413885618252,42,NA,2,2,SA01-Library-6-6
