chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,1000001,1500000,500000,0.598332,0.982072,276,True,False,46,266.058386616031,1.0373662845603755,1.0373662845603755,NA,SA01-Library-10-10
1,1500001,2000000,500000,0.539498,0.963004,258,True,False,46,241.4247030957078,1.0686561759909103,1.0686561759909103,NA,SA01-Library-10-10
1,2000001,2500000,500000,0.594508,0.997066,264,True,False,46,264.47061983728247,0.9982205212905236,0.9982205212905236,NA,SA01-Library-10-10
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,3000001,3500000,500000,0.584572,0.996989,275,True,False,46,260.33641684805474,1.0563255165354128,1.0563255165354128,NA,SA01-Library-10-10
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,4000001,4500000,500000,0.482574,0.996234,215,True,True,46,217.17302674129172,0.9899940302260448,0.9899940302260448,NA,SA01-Library-10-10
1,4500001,5000000,500000,0.481828,0.999002,203,True,True,46,216.85247666817565,0.9361202745709356,0.9361202745709356,NA,SA01-Library-10-10
1,5000001,5500000,500000,0.447446,0.997099,215,True,True,46,202.00225239159414,1.0643445677190218,1.0643445677190218,NA,SA01-Library-10-10
1,5500001,6000000,500000,0.49113,0.997494,217,True,True,46,220.8444245499098,0.9825921593549627,0.9825921593549627,NA,SA01-Library-10-10
1,6000001,6500000,500000,0.545072,0.997854,228,True,True,46,243.77734508789416,0.9352796910549435,0.9352796910549435,NA,SA01-Library-10-10
1,6500001,7000000,500000,0.489968,0.999179,212,True,True,46,220.3463525176361,0.9621216669925677,0.9621216669925677,NA,SA01-Library-10-10
1,7000001,7500000,500000,0.470672,0.99554,222,True,True,46,212.0504181772791,1.0469208309431524,1.0469208309431524,NA,SA01-Library-10-10
1,7500001,8000000,500000,0.48825,0.998566,225,True,True,46,219.6096466584135,1.0245451573899702,1.0245451573899702,NA,SA01-Library-10-10
1,8000001,8500000,500000,0.462702,0.998576,213,True,True,46,208.61009858655854,1.021043570964135,1.021043570964135,NA,SA01-Library-10-10
1,8500001,9000000,500000,0.42601,0.997957,178,True,True,46,192.66779820769722,0.923870006590903,0.923870006590903,NA,SA01-Library-10-10
1,9000001,9500000,500000,0.506692,0.999332,239,True,True,46,227.4983198555503,1.0505572091774245,1.0505572091774245,NA,SA01-Library-10-10
1,9500001,10000000,500000,0.497248,0.999216,227,True,True,46,223.46398045015195,1.015823666716779,1.015823666716779,NA,SA01-Library-10-10
1,10000001,10500000,500000,0.445162,0.999742,185,True,True,46,201.01044172720833,0.9203501987775534,0.9203501987775534,NA,SA01-Library-10-10
1,10500001,11000000,500000,0.511386,0.999463,226,True,True,46,229.4993215299297,0.9847523665577663,0.9847523665577663,NA,SA01-Library-10-10
1,11000001,11500000,500000,0.480212,0.996129,196,True,True,46,216.15785277915023,0.9067447584254752,0.9067447584254752,NA,SA01-Library-10-10
1,11500001,12000000,500000,0.519874,0.9993,235,True,True,46,233.11057187315157,1.0081052871676561,1.0081052871676561,NA,SA01-Library-10-10
1,12000001,12500000,500000,0.476294,0.998406,189,True,True,46,214.47235927424094,0.881232437781551,0.881232437781551,NA,SA01-Library-10-10
1,12500001,13000000,500000,0.462062,0.982103,190,True,True,46,208.33348773123663,0.9119993241082395,0.9119993241082395,NA,SA01-Library-10-10
1,13000001,13500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,13500001,14000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-10-10
1,14000001,14500000,500000,0.4314,0.996742,208,True,True,46,195.02039343533085,1.06655512449765,1.06655512449765,NA,SA01-Library-10-10
1,14500001,15000000,500000,0.431124,0.996247,225,True,True,46,194.90001606597798,1.1544380782597397,1.1544380782597397,NA,SA01-Library-10-10
1,15000001,15500000,500000,0.494934,0.999853,227,True,True,46,222.47374858432164,1.020345103386267,1.020345103386267,NA,SA01-Library-10-10
