start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
1000001,1500000,1,286,0.598332,0.982072,1.03599110547873,2.10684897408107,TRUE,FALSE,276.064146195386,59,NA,2,2,SA01-Library-8-8
1500001,2000000,1,247,0.539498,0.963004,0.993024435283612,2.01946957039552,TRUE,TRUE,248.735067561007,59,NA,2,2,SA01-Library-8-8
2000001,2500000,1,310,0.594508,0.997066,1.13021298029285,2.298463804786,TRUE,FALSE,274.284586538438,59,NA,2,2,SA01-Library-8-8
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
3000001,3500000,1,273,0.584572,0.996989,1.01237533102683,2.05882262529005,TRUE,FALSE,269.662833173841,59,NA,2,2,SA01-Library-8-8
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
4000001,4500000,1,252,0.482574,0.996234,1.1331162135259,2.30436798091862,TRUE,TRUE,222.395546892631,59,NA,2,2,SA01-Library-8-8
4500001,5000000,1,208,0.481828,0.999002,0.936721615146406,1.90496903248875,TRUE,TRUE,222.051030569515,59,NA,2,2,SA01-Library-8-8
5000001,5500000,1,194,0.447446,0.997099,0.940872663042357,1.91341083373076,TRUE,TRUE,206.191557710574,59,NA,2,2,SA01-Library-8-8
5500001,6000000,1,235,0.49113,0.997494,1.03822387360068,2.11138965517593,TRUE,TRUE,226.348098878706,59,NA,2,2,SA01-Library-8-8
6000001,6500000,1,240,0.545072,0.997854,0.954959172435614,1.9420579405511,TRUE,TRUE,251.319644784271,59,NA,2,2,SA01-Library-8-8
6500001,7000000,1,216,0.489968,0.999179,0.956551462351093,1.9452961096407,TRUE,TRUE,225.811164899688,59,NA,2,2,SA01-Library-8-8
7000001,7500000,1,194,0.470672,0.99554,0.894417063609374,1.81893615003116,TRUE,TRUE,216.901049737494,59,NA,2,2,SA01-Library-8-8
7500001,8000000,1,235,0.48825,0.998566,1.04436371414354,2.12387597545449,TRUE,TRUE,225.017392712383,59,NA,2,2,SA01-Library-8-8
8000001,8500000,1,228,0.462702,0.998576,1.06929701228237,2.17458171349264,TRUE,TRUE,213.224199994109,59,NA,2,2,SA01-Library-8-8
8500001,9000000,1,181,0.42601,0.997957,0.921953327328294,1.87493542324831,TRUE,TRUE,196.322302479796,59,NA,2,2,SA01-Library-8-8
9000001,9500000,1,238,0.506692,0.999332,1.01908432352757,2.07246640455857,TRUE,TRUE,233.542990020846,59,NA,2,2,SA01-Library-8-8
9500001,10000000,1,234,0.497248,0.999216,1.02105030308509,2.07646452963118,TRUE,TRUE,229.175780363585,59,NA,2,2,SA01-Library-8-8
10000001,10500000,1,203,0.445162,0.999742,0.989571419356145,2.01244732568145,TRUE,TRUE,205.139311856925,59,NA,2,2,SA01-Library-8-8
10500001,11000000,1,237,0.511386,0.999463,1.00545287448397,2.04474473370554,TRUE,TRUE,235.714677449836,59,NA,2,2,SA01-Library-8-8
11000001,11500000,1,223,0.480212,0.996129,1.00766006117179,2.04923339097706,TRUE,TRUE,221.304791757527,59,NA,2,2,SA01-Library-8-8
11500001,12000000,1,227,0.519874,0.9993,0.947240761550416,1.92636135206784,TRUE,TRUE,239.643403466351,59,NA,2,2,SA01-Library-8-8
12000001,12500000,1,216,0.476294,0.998406,0.984073190848839,2.00126582322586,TRUE,TRUE,219.495868812038,59,NA,2,2,SA01-Library-8-8
12500001,13000000,1,200,0.462062,0.982103,0.939280095501661,1.91017210004712,TRUE,TRUE,212.929030390218,59,NA,2,2,SA01-Library-8-8
13000001,13500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
13500001,14000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
14000001,14500000,1,179,0.4314,0.996742,0.900390885089946,1.83108484473629,TRUE,TRUE,198.802545610086,59,NA,2,2,SA01-Library-8-8
14500001,15000000,1,218,0.431124,0.996247,1.09726653507514,2.23146208639338,TRUE,TRUE,198.675520515233,59,NA,2,2,SA01-Library-8-8
15000001,15500000,1,238,0.494934,0.999853,1.04337395473669,2.12186314582702,TRUE,TRUE,228.106134832608,59,NA,2,2,SA01-Library-8-8
15500001,16000000,1,224,0.472726,0.998952,1.02823537023177,2.0910764807055,TRUE,TRUE,217.848954125659,59,NA,2,2,SA01-Library-8-8
16000001,16500000,1,231,0.513082,0.997441,0.976746237930251,1.98636532537599,TRUE,TRUE,236.49950317648,59,NA,2,2,SA01-Library-8-8
16500001,17000000,1,254,0.479312,0.985594,1.14989765380533,2.33849564866532,TRUE,FALSE,220.889223627376,59,NA,2,2,SA01-Library-8-8
17000001,17500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-8-8
17500001,18000000,1,233,0.513392,0.999589,0.984605645723567,2.00234865299209,TRUE,TRUE,236.642965650246,59,NA,2,2,SA01-Library-8-8
18000001,18500000,1,215,0.494528,0.999523,0.943319739890251,1.91838734493749,TRUE,TRUE,227.918478653923,59,NA,2,2,SA01-Library-8-8
18500001,19000000,1,208,0.488698,0.999556,0.92352348823788,1.87812858956413,TRUE,TRUE,225.224374527683,59,NA,2,2,SA01-Library-8-8
19000001,19500000,1,224,0.49686,0.999692,0.978181248384185,1.98928364222898,TRUE,TRUE,228.996415919867,59,NA,2,2,SA01-Library-8-8
19500001,20000000,1,205,0.477782,0.998335,0.931044502672485,1.89342374167673,TRUE,TRUE,220.182815549165,59,NA,2,2,SA01-Library-8-8
20000001,20500000,1,216,0.462494,0.999567,1.01347419346685,2.06105733289725,TRUE,TRUE,213.128268477283,59,NA,2,2,SA01-Library-8-8
20500001,21000000,1,205,0.485118,0.99975,0.916936542633374,1.8647330116332,TRUE,TRUE,223.570542200505,59,NA,2,2,SA01-Library-8-8
21000001,21500000,1,185,0.41547,0.995106,0.966184273924348,1.96488592954678,TRUE,TRUE,191.474861465697,59,NA,2,2,SA01-Library-8-8
21500001,22000000,1,190,0.505598,0.997961,0.815321356471932,1.65808273289711,TRUE,TRUE,233.036947323654,59,NA,2,2,SA01-Library-8-8
22000001,22500000,1,235,0.48992,0.992288,1.04079478842102,2.11661801015217,TRUE,TRUE,225.788986084872,59,NA,2,2,SA01-Library-8-8
22500001,23000000,1,242,0.493016,0.999995,1.06504865554025,2.16594201958375,TRUE,TRUE,227.219666201301,59,NA,2,2,SA01-Library-8-8
