chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,1000001,1500000,500000,0.598332,0.982072,271,True,False,51,275.7886776317487,0.9826364241169361,0.9826364241169361,NA,SA01-Library-1-1
1,1500001,2000000,500000,0.539498,0.963004,266,True,False,51,249.53352843372534,1.0659890142604547,1.0659890142604547,NA,SA01-Library-1-1
1,2000001,2500000,500000,0.594508,0.997066,283,True,False,51,274.10758254661664,1.0324413406253403,1.0324413406253403,NA,SA01-Library-1-1
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,3000001,3500000,500000,0.584572,0.996989,268,True,False,51,269.7230431688135,0.9936118058413901,0.9936118058413901,NA,SA01-Library-1-1
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,4000001,4500000,500000,0.482574,0.996234,239,True,True,51,223.3352133528923,1.0701402452928717,1.0701402452928717,NA,SA01-Library-1-1
1,4500001,5000000,500000,0.481828,0.999002,217,True,True,51,222.98668548936826,0.9731522737502025,0.9731522737502025,NA,SA01-Library-1-1
1,5000001,5500000,500000,0.447446,0.997099,230,True,True,51,206.77775842434843,1.1123053163580339,1.1123053163580339,NA,SA01-Library-1-1
1,5500001,6000000,500000,0.49113,0.997494,211,True,True,51,227.32292988426678,0.9281949696294297,0.9281949696294297,NA,SA01-Library-1-1
1,6000001,6500000,500000,0.545072,0.997854,235,True,True,51,252.05681144161233,0.9323294961002733,0.9323294961002733,NA,SA01-Library-1-1
1,6500001,7000000,500000,0.489968,0.999179,240,True,True,51,226.78239087397503,1.0582832250559089,1.0582832250559089,NA,SA01-Library-1-1
1,7000001,7500000,500000,0.470672,0.99554,225,True,True,51,217.7586222219468,1.0332541494989462,1.0332541494989462,NA,SA01-Library-1-1
1,7500001,8000000,500000,0.48825,0.998566,216,True,True,51,225.98261451792382,0.9558257411119029,0.9558257411119029,NA,SA01-Library-1-1
1,8000001,8500000,500000,0.462702,0.998576,236,True,True,51,214.0052189306854,1.1027768443181685,1.1027768443181685,NA,SA01-Library-1-1
1,8500001,9000000,500000,0.42601,0.997957,208,True,True,51,196.52759577382415,1.0583755384632039,1.0583755384632039,NA,SA01-Library-1-1
1,9000001,9500000,500000,0.506692,0.999332,210,True,True,51,234.5306387901517,0.8954053981317951,0.8954053981317951,NA,SA01-Library-1-1
1,9500001,10000000,500000,0.497248,0.999216,245,True,True,51,230.16352327574498,1.0644605909446405,1.0644605909446405,NA,SA01-Library-1-1
1,10000001,10500000,500000,0.445162,0.999742,205,True,True,51,205.6908873444891,0.9966411378092214,0.9966411378092214,NA,SA01-Library-1-1
1,10500001,11000000,500000,0.511386,0.999463,225,True,True,51,236.69323683242027,0.9505975033807192,0.9505975033807192,NA,SA01-Library-1-1
1,11000001,11500000,500000,0.480212,0.996129,229,True,True,51,222.23123670329116,1.0304581992933157,1.0304581992933157,NA,SA01-Library-1-1
1,11500001,12000000,500000,0.519874,0.9993,242,True,True,51,240.59028107557137,1.0058594175879692,1.0058594175879692,NA,SA01-Library-1-1
1,12000001,12500000,500000,0.476294,0.998406,251,True,True,51,220.39702975532737,1.1388538233870318,1.1388538233870318,NA,SA01-Library-1-1
1,12500001,13000000,500000,0.462062,0.982103,223,True,True,51,213.70315115440556,1.0435035646193034,1.0435035646193034,NA,SA01-Library-1-1
1,13000001,13500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,13500001,14000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,14000001,14500000,500000,0.4314,0.996742,203,True,True,51,199.11540128732125,1.0195092829965138,1.0195092829965138,NA,SA01-Library-1-1
1,14500001,15000000,500000,0.431124,0.996247,197,True,True,51,198.98306068311072,0.9900340226132675,0.9900340226132675,NA,SA01-Library-1-1
1,15000001,15500000,500000,0.494934,0.999853,187,True,True,51,229.09019350283825,0.8162723909772385,0.8162723909772385,NA,SA01-Library-1-1
1,15500001,16000000,500000,0.472726,0.998952,213,True,True,51,218.7234502615219,0.9738324799893266,0.9738324799893266,NA,SA01-Library-1-1
1,16000001,16500000,500000,0.513082,0.997441,231,True,True,51,237.4733017638892,0.9727409282820123,0.9727409282820123,NA,SA01-Library-1-1
1,16500001,17000000,500000,0.479312,0.985594,212,True,True,51,221.8102307132869,0.9557719647027118,0.9557719647027118,NA,SA01-Library-1-1
1,17000001,17500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-1-1
1,17500001,18000000,500000,0.513392,0.999589,254,True,True,51,237.61580931174498,1.0689524435925029,1.0689524435925029,NA,SA01-Library-1-1
1,18000001,18500000,500000,0.494528,0.999523,205,True,True,51,228.90174043762676,0.8955807833005983,0.8955807833005983,NA,SA01-Library-1-1
1,18500001,19000000,500000,0.488698,0.999556,218,True,True,51,226.19123955566036,0.9637862210236278,0.9637862210236278,NA,SA01-Library-1-1
1,19000001,19500000,500000,0.49686,0.999692,242,True,True,51,229.98364290064555,1.0522487466838917,1.0522487466838917,NA,SA01-Library-1-1
1,19500001,20000000,500000,0.477782,0.998335,215,True,True,51,221.09407167973222,0.9724367477000476,0.9724367477000476,NA,SA01-Library-1-1
1,20000001,20500000,500000,0.462494,0.999567,209,True,True,51,213.90705775143093,0.9770598604692458,0.9770598604692458,NA,SA01-Library-1-1
1,20500001,21000000,500000,0.485118,0.99975,208,True,True,51,224.52274831969137,0.9264094687805748,0.9264094687805748,NA,SA01-Library-1-1
