start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-4-4
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-4-4
1000001,1500000,1,231,0.598332,0.982072,0.860970829444078,1.72892219418857,TRUE,FALSE,268.301772952232,52,NA,2,2,SA01-Library-4-4
1500001,2000000,1,236,0.539498,0.963004,0.972253769769378,1.95239032897684,TRUE,TRUE,242.734980658373,52,NA,2,2,SA01-Library-4-4
2000001,2500000,1,214,0.594508,0.997066,0.802554503528066,1.61161591745402,TRUE,TRUE,266.6485566516,52,NA,2,2,SA01-Library-4-4
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-4-4
3000001,3500000,1,258,0.584572,0.996989,0.983428787927113,1.97483096953355,TRUE,FALSE,262.347414644854,52,NA,2,2,SA01-Library-4-4
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,2,2,SA01-Library-4-4
4000001,4500000,1,214,0.482574,0.996234,0.98286475770235,1.97369833606859,TRUE,TRUE,217.730871234278,52,NA,2,2,SA01-Library-4-4
4500001,5000000,1,208,0.481828,0.999002,0.956755382458504,1.92126789732233,TRUE,TRUE,217.401442221854,52,NA,2,2,SA01-Library-4-4
5000001,5500000,1,218,0.447446,0.997099,1.07830276104904,2.16534813012919,TRUE,TRUE,202.169564870552,52,NA,2,2,SA01-Library-4-4
5500001,6000000,1,211,0.49113,0.997494,0.952570479949801,1.91286416216619,TRUE,TRUE,221.505919447681,52,NA,2,2,SA01-Library-4-4
6000001,6500000,1,265,0.545072,0.997854,1.08088595384046,2.17053545959055,TRUE,FALSE,245.169251259522,52,NA,2,2,SA01-Library-4-4
6500001,7000000,1,227,0.489968,0.999179,1.02717918636235,2.06268648364906,TRUE,TRUE,220.993574455006,52,NA,2,2,SA01-Library-4-4
7000001,7500000,1,198,0.470672,0.99554,0.931897870453807,1.87135133484717,TRUE,TRUE,212.469634578712,52,NA,2,2,SA01-Library-4-4
7500001,8000000,1,214,0.48825,0.998566,0.971685452997301,1.951249087663,TRUE,TRUE,220.235879151928,52,NA,2,2,SA01-Library-4-4
8000001,8500000,1,186,0.462702,0.998576,0.890207292265271,1.78763216173041,TRUE,TRUE,208.940099251146,52,NA,2,2,SA01-Library-4-4
8500001,9000000,1,207,0.42601,0.997957,1.07462982336551,2.15797247550563,TRUE,TRUE,192.624469839969,52,NA,2,2,SA01-Library-4-4
