chr,start,end,width,gc,map,reads,valid,ideal,modal_quantile,modal_curve,cor_gc,copy,cor_map,cell_id
1,1,500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,500001,1000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,1000001,1500000,500000,0.598332,0.982072,231,True,False,52,268.3017729522323,0.8609708294440775,0.8609708294440775,NA,SA01-Library-4-4
1,1500001,2000000,500000,0.539498,0.963004,236,True,True,52,242.73498065837268,0.9722537697693785,0.9722537697693785,NA,SA01-Library-4-4
1,2000001,2500000,500000,0.594508,0.997066,214,True,True,52,266.6485566515997,0.8025545035280661,0.8025545035280661,NA,SA01-Library-4-4
1,2500001,3000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,3000001,3500000,500000,0.584572,0.996989,258,True,False,52,262.3474146448536,0.9834287879271126,0.9834287879271126,NA,SA01-Library-4-4
1,3500001,4000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,4000001,4500000,500000,0.482574,0.996234,214,True,True,52,217.7308712342778,0.9828647577023499,0.9828647577023499,NA,SA01-Library-4-4
1,4500001,5000000,500000,0.481828,0.999002,208,True,True,52,217.4014422218538,0.9567553824585036,0.9567553824585036,NA,SA01-Library-4-4
1,5000001,5500000,500000,0.447446,0.997099,218,True,True,52,202.16956487055216,1.078302761049043,1.078302761049043,NA,SA01-Library-4-4
1,5500001,6000000,500000,0.49113,0.997494,211,True,True,52,221.50591944768146,0.9525704799498015,0.9525704799498015,NA,SA01-Library-4-4
1,6000001,6500000,500000,0.545072,0.997854,265,True,False,52,245.16925125952235,1.0808859538404592,1.0808859538404592,NA,SA01-Library-4-4
1,6500001,7000000,500000,0.489968,0.999179,227,True,True,52,220.99357445500604,1.0271791863623476,1.0271791863623476,NA,SA01-Library-4-4
1,7000001,7500000,500000,0.470672,0.99554,198,True,True,52,212.4696345787117,0.9318978704538071,0.9318978704538071,NA,SA01-Library-4-4
1,7500001,8000000,500000,0.48825,0.998566,214,True,True,52,220.23587915192806,0.9716854529973007,0.9716854529973007,NA,SA01-Library-4-4
1,8000001,8500000,500000,0.462702,0.998576,186,True,True,52,208.94009925114628,0.8902072922652714,0.8902072922652714,NA,SA01-Library-4-4
1,8500001,9000000,500000,0.42601,0.997957,207,True,True,52,192.62446983996878,1.0746298233655065,1.0746298233655065,NA,SA01-Library-4-4
1,9000001,9500000,500000,0.506692,0.999332,224,True,True,52,228.3569039430245,0.9809206384050839,0.9809206384050839,NA,SA01-Library-4-4
1,9500001,10000000,500000,0.497248,0.999216,245,True,True,52,224.201639811359,1.092766316098939,1.092766316098939,NA,SA01-Library-4-4
1,10000001,10500000,500000,0.445162,0.999742,190,True,True,52,201.15431217718188,0.9445484809326042,0.9445484809326042,NA,SA01-Library-4-4
1,10500001,11000000,500000,0.511386,0.999463,234,True,True,52,230.4195240071503,1.0155389436215423,1.0155389436215423,NA,SA01-Library-4-4
1,11000001,11500000,500000,0.480212,0.996129,211,True,True,52,216.6876717094948,0.9737517521665006,0.9737517521665006,NA,SA01-Library-4-4
1,11500001,12000000,500000,0.519874,0.9993,224,True,True,52,234.14475030095167,0.9566731678249784,0.9566731678249784,NA,SA01-Library-4-4
1,12000001,12500000,500000,0.476294,0.998406,218,True,True,52,214.95625195157422,1.014159848903169,1.014159848903169,NA,SA01-Library-4-4
1,12500001,13000000,500000,0.462062,0.982103,195,True,True,52,208.65645002940428,0.9345505493480801,0.9345505493480801,NA,SA01-Library-4-4
1,13000001,13500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,13500001,14000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,14000001,14500000,500000,0.4314,0.996742,205,True,True,52,195.02805607856519,1.051130817390795,1.051130817390795,NA,SA01-Library-4-4
1,14500001,15000000,500000,0.431124,0.996247,206,True,True,52,194.90503545438094,1.0569249764109656,1.0569249764109656,NA,SA01-Library-4-4
1,15000001,15500000,500000,0.494934,0.999853,228,True,True,52,223.182399510124,1.0215859337494821,1.0215859337494821,NA,SA01-Library-4-4
1,15500001,16000000,500000,0.472726,0.998952,201,True,True,52,213.37841856721124,0.941988422960815,0.941988422960815,NA,SA01-Library-4-4
1,16000001,16500000,500000,0.513082,0.997441,233,True,True,52,231.16433437471073,1.0079409552094385,1.0079409552094385,NA,SA01-Library-4-4
1,16500001,17000000,500000,0.479312,0.985594,183,True,True,52,216.2900591397952,0.8460860417154966,0.8460860417154966,NA,SA01-Library-4-4
1,17000001,17500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,17500001,18000000,500000,0.513392,0.999589,216,True,True,52,231.3004478341821,0.9338503319926518,0.9338503319926518,NA,SA01-Library-4-4
1,18000001,18500000,500000,0.494528,0.999523,219,True,True,52,223.003525166484,0.9820472561431701,0.9820472561431701,NA,SA01-Library-4-4
1,18500001,19000000,500000,0.488698,0.999556,206,True,True,52,220.43348517667232,0.9345222656843437,0.9345222656843437,NA,SA01-Library-4-4
1,19000001,19500000,500000,0.49686,0.999692,235,True,True,52,224.03076898826103,1.048963055660956,1.048963055660956,NA,SA01-Library-4-4
1,19500001,20000000,500000,0.477782,0.998335,218,True,True,52,215.61396694127313,1.011066226796786,1.011066226796786,NA,SA01-Library-4-4
1,20000001,20500000,500000,0.462494,0.999567,227,True,True,52,208.8479168994131,1.0869153179503794,1.0869153179503794,NA,SA01-Library-4-4
1,20500001,21000000,500000,0.485118,0.99975,200,True,True,52,218.8539464402586,0.913851466939824,0.913851466939824,NA,SA01-Library-4-4
1,21000001,21500000,500000,0.41547,0.995106,194,True,True,52,187.9175100521148,1.0323678721913585,1.0323678721913585,NA,SA01-Library-4-4
1,21500001,22000000,500000,0.505598,0.997961,245,True,True,52,227.87592563867344,1.075146482952653,1.075146482952653,NA,SA01-Library-4-4
1,22000001,22500000,500000,0.48992,0.992288,194,True,True,52,220.97240810596844,0.8779376649910351,0.8779376649910351,NA,SA01-Library-4-4
1,22500001,23000000,500000,0.493016,0.999995,231,True,True,52,222.33725478882917,1.038962184809732,1.038962184809732,NA,SA01-Library-4-4
1,23000001,23500000,500000,0.47373,0.998816,215,True,True,52,213.82250974948778,1.005506858243745,1.005506858243745,NA,SA01-Library-4-4
1,23500001,24000000,500000,0.472092,0.999129,238,True,True,52,213.09794435579664,1.1168573245484992,1.1168573245484992,NA,SA01-Library-4-4
1,24000001,24500000,500000,0.473276,0.917174,201,True,True,52,213.62170573927676,0.9409156213990659,0.9409156213990659,NA,SA01-Library-4-4
1,24500001,25000000,500000,0.456138,0.999192,209,True,True,52,206.02934440476253,1.0144186043197874,1.0144186043197874,NA,SA01-Library-4-4
1,25000001,25500000,500000,0.482684,0.99398,226,True,True,52,217.7794427378853,1.0377471682302393,1.0377471682302393,NA,SA01-Library-4-4
1,25500001,26000000,500000,0.465824,0.98842,217,True,True,52,210.32329913410015,1.031744941684482,1.031744941684482,NA,SA01-Library-4-4
1,26000001,26500000,500000,0.487938,0.999261,199,True,True,52,220.09825105078107,0.9041416687772168,0.9041416687772168,NA,SA01-Library-4-4
1,26500001,27000000,500000,0.48615,0.997855,220,True,True,52,219.30938383642453,1.0031490497647404,1.0031490497647404,NA,SA01-Library-4-4
1,27000001,27500000,500000,0.492838,0.996179,193,True,True,52,222.2588059929017,0.8683570450124881,0.8683570450124881,NA,SA01-Library-4-4
1,27500001,28000000,500000,0.498338,0.998121,229,True,True,52,224.6815981585818,1.0192200958013937,1.0192200958013937,NA,SA01-Library-4-4
1,28000001,28500000,500000,0.444136,0.99659,185,True,True,52,200.69811080331343,0.9217824685021686,0.9217824685021686,NA,SA01-Library-4-4
1,28500001,29000000,500000,0.460588,0.998864,207,True,True,52,208.00304400233247,0.9951777436376305,0.9951777436376305,NA,SA01-Library-4-4
1,29000001,29500000,500000,0.449012,0.99845,230,True,True,52,202.8654173527006,1.1337565712352213,1.1337565712352213,NA,SA01-Library-4-4
1,29500001,30000000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,30000001,30500000,500000,-1.0,-1.0,0,False,False,NA,NA,NA,NA,NA,SA01-Library-4-4
1,30500001,31000000,500000,0.481586,0.990276,201,True,True,52,217.29456681025655,0.9250116233946838,0.9250116233946838,NA,SA01-Library-4-4
1,31000001,31500000,500000,0.479274,0.995912,227,True,True,52,216.27326960749147,1.0495980405344414,1.0495980405344414,NA,SA01-Library-4-4
1,31500001,32000000,500000,0.46007,0.998933,213,True,True,52,207.7733791277852,1.025155392351781,1.025155392351781,NA,SA01-Library-4-4
1,32000001,32500000,500000,0.488656,0.998856,233,True,True,52,220.41496030362845,1.0570970304331215,1.0570970304331215,NA,SA01-Library-4-4
1,32500001,33000000,500000,0.475456,0.999334,222,True,True,52,214.58576618126014,1.034551377524626,1.034551377524626,NA,SA01-Library-4-4
1,33000001,33500000,500000,0.469764,0.997896,217,True,True,52,212.06778454381643,1.0232577308561663,1.0232577308561663,NA,SA01-Library-4-4
1,33500001,34000000,500000,0.465568,0.994841,213,True,True,52,210.20990828092152,1.0132728839563063,1.0132728839563063,NA,SA01-Library-4-4
1,34000001,34500000,500000,0.452504,0.995746,234,True,True,52,204.41637186032438,1.1447224010016663,1.1447224010016663,NA,SA01-Library-4-4
1,34500001,35000000,500000,0.439524,0.989484,187,True,True,52,198.64637294100217,0.9413713285142078,0.9413713285142078,NA,SA01-Library-4-4
1,35000001,35500000,500000,0.452928,0.988414,191,True,True,52,204.60462200120745,0.9335077484167139,0.9335077484167139,NA,SA01-Library-4-4
1,35500001,36000000,500000,0.413266,0.997992,164,True,True,52,186.93210687252855,0.8773238730564019,0.8773238730564019,NA,SA01-Library-4-4
1,36000001,36500000,500000,0.434636,0.999594,192,True,True,52,196.4699672690057,0.977248597680655,0.977248597680655,NA,SA01-Library-4-4
1,36500001,37000000,500000,0.486274,0.999791,224,True,True,52,219.36410111914674,1.0211333525276103,1.0211333525276103,NA,SA01-Library-4-4
1,37000001,37500000,500000,0.48945,0.998553,247,True,True,52,220.76514439480843,1.1188360403410156,1.1188360403410156,NA,SA01-Library-4-4
1,37500001,38000000,500000,0.47098,0.996122,231,True,True,52,212.60592974889119,1.0865172023792282,1.0865172023792282,NA,SA01-Library-4-4
