chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	10001	36023693	1	1	0	2	d	4	1	0	0.0645858027119	0.136802457684	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA
1	36023694	36025008	13	12	1	1	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	1	1	NA	NA	NA	NA	NA	NA
1	36025009	40145299	27	26	1	2	f	1	26	0.66	0.0306202370097	0.283149182051	NA	NA	NA	13	1	1	NA	NA	NA	NA	NA	NA	NA	8	0	8	12	1	1	NA	NA	NA	NA	NA	NA
1	40145300	40148037	13	12	1	1	g	NA	27	4	0.05	0.1	NA	NA	NA	13	2	1	NA	NA	NA	NA	NA	NA	NA	8	1	7	12	1	1	NA	NA	NA	NA	NA	NA
1	40148038	40253825	16	14	2	1	g	NA	27	4	0.05	0.216003627692	NA	NA	NA	16	2	1	NA	NA	NA	NA	NA	NA	NA	8	1	7	14	2	1	NA	NA	NA	NA	NA	NA
1	40253826	40604461	18	17	1	1	g	NA	37	1	0.05	0.415455341657	NA	NA	NA	18	1	1	NA	NA	NA	NA	NA	NA	NA	8	0	8	17	1	1	NA	NA	NA	NA	NA	NA
1	40604462	40605327	10	9	1	1	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	1	1	NA	NA	NA	NA	NA	NA
1	40605328	41971602	10	9	1	2	d	2	19	0.66	0.0380729623014	0.313263718209	NA	NA	NA	9	1	1	NA	NA	NA	NA	NA	NA	NA	8	1	7	9	1	1	NA	NA	NA	NA	NA	NA
1	41971603	45602118	10	9	1	2	d	2	19	0.66	0.0369273762964	0.276910422888	NA	NA	NA	9	1	1	NA	NA	NA	NA	NA	NA	NA	8	1	7	9	1	1	NA	NA	NA	NA	NA	NA
1	45602119	45603140	10	9	1	1	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	1	1	NA	NA	NA	NA	NA	NA
1	45603141	52919097	3	2	1	2	d	3	1.76	1	0.0521704855007	0.117368791939	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	52919098	53228576	3	2	1	2	d	3	1.76	1	0.0507244865269	0.116225739061	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	53228577	65453363	3	2	1	2	d	3	1.76	1	0.0477307471517	0.112738909127	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	65453364	65537382	2	1	1	2	d	2	1	1	0.05	0.0970543558626	NA	NA	NA	1	0	0.572696138882635	1	1	0.427303861117365	0.259630523515961	0.268576077237444	-0.235604913656188	0.797952159720917	2	1	1	2	1	1	NA	NA	NA	NA	NA	NA
1	65537383	68332278	3	2	1	2	d	4	2	1	0.0500366992688	0.110805101904	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	68332279	68849313	2	1	1	2	d	4	1	1	0.049072101718	0.0923106096475	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	68849314	70359035	3	2	1	2	d	2	1.53	1.34	0.0455585945996	0.102576275562	NA	NA	NA	1	1	0.231381497815418	2	1	0.768618502184582	0.0375443412878161	0.037889361062716	0.113584284447056	0.26039748166849	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	70359036	70923324	2	1	1	2	d	4	1	1	0.054354336623	0.0870646321398	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	70923325	71466989	3	2	1	2	d	2	1.53	1.34	0.0429784324689	0.112130281661	NA	NA	NA	1	1	0.180735012059088	2	1	0.819264987940912	0.0522729532343904	0.0507876442631705	0.0680621804430206	0.268932500971098	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	71466990	73894556	2	1	1	2	d	4	1	1	0.0512021601006	0.0902987670892	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	73894557	74065189	3	2	1	2	d	4	2	1	0.0446598398045	0.103979342156	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA
1	74065190	74453203	2	1	1	2	d	4	1	1	0.0364957460035	0.0880564454073	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	74453204	74461128	2	1	1	1	g	NA	1	1	0.05	0.1	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	NA	NA	NA
1	74461129	79370872	2	1	1	2	d	4	1	1	0.0388800621511	0.0918910638357	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	79370873	79372818	2	1	1	2	d	3	1	1	0.05	0.1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA
1	79372819	87481020	2	1	1	2	d	4	1	1	0.0455012015423	0.0981847058407	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	87481021	95431925	2	1	1	2	d	4	1	1	0.0389435720385	0.106928613156	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	95431926	121499999	2	1	1	2	d	4	1	1	0.0389918090495	0.120288579677	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	121500000	128899999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	128900000	143729644	2	2	0	1	g	NA	1.53	1.53	0.05	0.271680377027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA
1	143729645	159432289	4	2	2	2	d	2	1.53	1.53	0.0420704403639	0.153998479025	NA	NA	NA	2	1	0.455485667418087	2	2	0.544514332581913	0.00777917768395264	0.00769335943554057	0.440429075972046	0.470830268128038	4	2	2	2	2	1	NA	NA	NA	NA	NA	NA
1	159432290	174801562	4	2	2	2	d	2	1.53	1.53	0.0389244528147	0.128998389055	NA	NA	NA	2	1	0.455485667418087	2	2	0.544514332581913	0.00777917768395264	0.00769335943554057	0.440429075972046	0.470830268128038	4	2	2	2	2	1	NA	NA	NA	NA	NA	NA
1	174801563	185127555	2	2	0	2	d	4	2	0	0.0635704411429	0.0954698464896	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA
1	185127556	186088833	2	2	0	2	d	4	2	0	0.0525420814156	0.0938333415862	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA
1	186088834	189714514	4	2	2	2	d	2	1.53	1.53	0.033317849396	0.10443372815	NA	NA	NA	2	1	0.416203737287742	2	2	0.583796262712258	0.0191955102140948	0.0192228708929747	0.383006642142874	0.459594302451021	4	2	2	2	2	1	NA	NA	NA	NA	NA	NA
1	189714515	225974175	2	2	0	2	d	4	2	0	0.0575836897873	0.0986382830958	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA
1	225974176	247247500	2	2	0	2	d	4	2	0	0.0589468428862	0.101932884755	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA
1	247247501	249250620	2	2	0	2	d	3	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA
2	11320	1121771	2	1	1	2	d	4	1	1	0.0437042219488	0.103964210754	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	1121772	8294473	2	1	1	2	d	4	1	1	0.0412386667724	0.103323770997	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	8294474	8444171	2	1	1	2	d	4	1	1	0.05	0.0996075147417	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	8444172	60228709	2	1	1	2	d	4	1	1	0.0399947189349	0.105969069367	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	60228710	70171167	2	1	1	2	d	4	1	1	0.0365879029293	0.1086252877	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	70171168	71344988	2	1	1	2	d	4	1	1	0.0328985271251	0.100127245465	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	71344989	74044637	2	1	1	2	d	4	1	1	0.0389265212886	0.1017628831	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	74044638	76316606	2	1	1	2	d	4	1	1	0.0556572324102	0.105187143494	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	76316607	90499999	2	1	1	2	d	4	1	1	0.0407828160776	0.108135059808	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	90500000	96799999	2	1	1	2	d	3	1	1	0.0458075162387	0.126023475687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	96800000	165116255	2	1	1	2	d	4	1	1	0.0385253582241	0.10396506065	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	165116256	191751540	2	1	1	2	d	4	1	1	0.0380278224642	0.106643860687	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	191751541	194384080	2	1	1	2	d	4	1	1	0.0365788158973	0.0954809110366	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	194384081	195744970	2	1	1	2	d	4	1	1	0.027675356538	0.0920566569061	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	195744971	224568807	2	1	1	2	d	4	1	1	0.0397344848945	0.101503264939	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	224568808	229339750	2	1	1	2	d	4	1	1	0.0473623226836	0.109481821502	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
2	229339751	233855364	2	1	1	2	d	4	1	1	0.0417147668353	0.11721387273	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
