chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	1	790008	2	1	1	2	d	3	1	1	0.05	1.0994853345	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	2	1	1
1	790009	12939801	2	1	1	3	b	5	1	1	0.0449395868287	0.0949009477297	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	2	1	1
1	12939802	14335801	2	1	1	2	d	3	1	1	0.0296761195227	0.0935724300457	1.709029	0.8545145	0.8545145	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	2	1	1
1	14335802	15226401	2	1	1	2	d	3	1	1	0.0416551833594	0.0595365494862	2.405078	1.2025391	1.2025391	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA	NA	2	1	1
1	15226402	33962800	2	1	1	2	d	4	1	1	0.0433986683864	0.0813365612555	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	2	1	1
1	33962801	35224311	2	1	1	2	d	3	1	1	0.0369385049916	0.0639509721835	2.480848	1.240424	1.240424	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA	NA	2	1	1
1	35224312	48985129	2	1	1	2	d	3	1	1	0.0429188891335	0.0620427643753	1.893872	0.946936	0.946936	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	2	1	1
1	48985130	51270096	2	1	1	2	d	3	1	1	0.0389432093235	0.0629406109635	2.151622	1.0758107	1.0758107	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	NA	NA	NA	2	1	1
1	51270097	55714601	2	1	1	2	d	3	1	1	0.0406253438305	0.061931632923	1.852521	0.9262605	0.9262605	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	2	1	1
1	55714602	56919932	2	1	1	2	f	3	1	1	0.0467564166678	0.059304772479	2.67438	1.3371899	1.3371899	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	1	NA	NA	NA	3	1	2
