chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	10001	44143803	2	1	1	2	d	4	1	1	0.0379518366346	0.135250948174	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	44143804	44147078	2	2	0	1	g	NA	1	1	0.05	0.1	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	1	1	1	NA	NA	NA	NA	NA	NA
1	44147079	49933800	2	1	1	2	d	4	1	1	0.0357517700719	0.105477696229	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	49933801	50879119	2	1	1	2	d	3	1	0.88	0.0412471224395	0.158118257941	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	50879120	60480037	2	1	1	2	d	2	1	0.88	0.0424038986495	0.103145965069	NA	NA	NA	1	0	0.348924547627176	1	1	0.651075452372824	0.0086989213659468	0.00867234195880479	0.324269700556391	0.358429015086337	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA
1	60480038	69882933	2	1	1	2	e	3	1	0.66	0.0463383131517	0.120941062364	NA	NA	NA	1	0	0.397137492440717	1	1	0.602862507559283	0.00784319799754005	0.00766671240572268	0.38217601005015	0.411884524313342	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA
1	69882934	71710469	2	1	1	2	e	3	1	0.66	0.0453534933744	0.138067624176	NA	NA	NA	1	0	0.397137492440717	1	1	0.602862507559283	0.00784319799754005	0.00766671240572268	0.38217601005015	0.411884524313342	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA
1	71710470	71969514	2	1	1	2	e	3	1	0.66	0.0606110998381	0.172054513797	NA	NA	NA	1	0	0.397137492440717	1	1	0.602862507559283	0.00784319799754005	0.00766671240572268	0.38217601005015	0.411884524313342	1	0	1	1	0	0.332189	1	1	0.667811	NA	NA	NA
1	71969515	72066102	0	0	0	2	d	2	1	0.66	0.0429998593069	0.208350883165	NA	NA	NA	0	0	0.858764695206789	1	0	0.141235304793211	0.0781222264489985	0.0802224576912566	0.636066563725416	0.943257705331114	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA
1	72066103	73563006	2	1	1	2	e	3	0.88	0.88	0.0490747684093	0.148095478041	NA	NA	NA	1	0	0.368567453059472	1	1	0.631432546940528	0.00776835629824482	0.0075040701585881	0.353472447279068	0.382195184729893	1	0	1	1	0	0.366588	1	1	0.633412	NA	NA	NA
