chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	10001	55870269	2	1	1	2	d	3	1	1	0.0496122082487	0.0956980109527	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	0	1	NA	NA	NA	1	0	1
1	55870270	57019999	2	1	1	1	g	NA	1	1	0.0485845914317	0.0821883860521	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	2	1	1
1	57020000	57176446	2	1	1	2	d	4	1	1	0.0433228804143	0.0806141361108	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	0	1	NA	NA	NA	2	1	1
1	57176447	58749728	2	1	1	2	d	4	1	1	0.0443050243742	0.0838534769461	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	2	1	1	NA	NA	NA	2	1	1
1	58749729	59615784	2	1	1	3	b	5	1	1	0.0457133212173	0.0813964857246	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	59615785	60990013	2	1	1	2	d	3	1	1	0.0452165751754	0.0794086755865	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	2	1	1	NA	NA	NA	3	1	2
1	60990014	66779885	2	1	1	3	b	5	1	1	0.0458145659854	0.082374515159	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	66779886	70377281	2	1	1	2	d	4	1	1	0.0395381025606	0.0815569172995	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	3	1	2
1	70377282	77468202	2	1	1	2	d	3	1	1	0.0432875738869	0.0804930967614	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	4	1	3
1	77468203	78731471	2	1	1	2	d	3	1	1	0.0461088979141	0.0753942703271	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	0	1	NA	NA	NA	1	0	1
1	78731472	82889928	2	1	1	2	d	3	1	1	0.0415626908644	0.0833709930186	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	3	1	2
1	82889929	88636534	2	1	1	2	d	4	1	1	0.0434636655058	0.0917824191681	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	3	1	2
1	88636535	89029201	2	1	1	1	g	NA	1	1	0.037542933702	0.0730901769261	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	2	1	NA	NA	NA	3	1	2
1	89029202	96733428	2	1	1	2	d	4	1	1	0.048513708881	0.0805020835192	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	0	1	NA	NA	NA	2	1	1
1	96733429	96818428	2	1	1	1	g	NA	1	1	0.05	0.062236943622	NA	NA	NA	2	1	0.326575698505527	2	2	0.673424301494473	0.121121377948641	0.128071782636905	0.0041970608056336	0.516070231244708	2	1	1	2	2	1	NA	NA	NA	3	1	2
1	96818429	98330041	2	1	1	2	d	3	1	1	0.0432293308897	0.0760291183898	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	3	1	2
1	98330042	101893714	2	1	1	2	d	4	1	1	0.0461608013191	0.0840336395489	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	4	1	3
1	101893715	104540301	2	1	1	1	g	NA	1	1	0.046342477241	0.0849962465668	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	4	1	3
1	104540302	104718799	4	2	2	2	f	2	1	1	0.0562446062047	0.329782687934	NA	NA	NA	2	2	0.374376056502824	3	2	0.625623943497176	0.151352823988499	0.14714068363816	0.0854274593664841	0.671745764722	NA	NA	NA	2	2	1	NA	NA	NA	4	1	3
1	104718800	106298699	2	1	1	2	d	3	1	1	0.0498759337704	0.0841342748924	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	3	1	2
1	106298700	106326037	3	3	0	1	h	1	NA	NA	NA	NA	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	10	2	8
1	106326038	118027371	2	1	1	3	b	5	1	1	0.0449604160438	0.0862003976902	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	118027372	119469600	2	1	1	2	d	3	1	1	0.0438453537408	0.077352528992	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	1	1	1	NA	NA	NA	3	1	2
1	119469601	121499999	2	1	1	2	d	4	1	1	0.0505609226617	0.28083563441	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	4	1	3
1	121500000	128899999	2	1	1	1	g	NA	1	1	0.05	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	NA	NA	NA	4	1	3
1	128900000	143529802	2	1	1	1	g	NA	1	1	0.05	0.262989963065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	NA	NA	NA	4	1	3
1	143529803	144702889	4	3	1	2	d	2	4	0	0.05	0.288541926228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	1	NA	NA	NA	4	1	3
1	144702890	144961313	4	4	0	1	g	NA	4	0	0.05	0.266669627158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	3	4	0	1	NA	NA	NA	4	1	3
1	144961314	149128202	6	3	3	1	g	NA	3	3	0.047451385068	0.303005709335	NA	NA	NA	4	3	1	NA	NA	NA	NA	NA	NA	NA	5	2	3	4	3	1	NA	NA	NA	4	1	3
1	149128203	158630012	6	3	3	2	e	2	3.48	3	0.0424134015659	0.249759805382	NA	NA	NA	4	3	1	NA	NA	NA	NA	NA	NA	NA	5	2	3	3	3	1	NA	NA	NA	4	1	3
1	158630013	161056104	6	3	3	2	e	2	3.48	3	0.0415893376252	0.127332617809	NA	NA	NA	4	3	1	NA	NA	NA	NA	NA	NA	NA	6	3	3	4	3	1	NA	NA	NA	5	2	3
1	161056105	161066363	4	3	1	2	d	2	3.48	3	0.05	0.1	NA	NA	NA	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	NA	NA	NA	4	1	3
1	161066364	165924110	3	3	0	3	b	5	3	0	0.068634260953	0.0861869471493	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	165924111	169109993	3	3	0	3	b	5	3	0	0.0670846972327	0.0911242412087	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	169109994	171296477	3	3	0	2	d	4	3	0	0.0619946798506	0.0806223756104	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	4	1	3	3	0	1	NA	NA	NA	3	0	3
1	171296478	172024909	3	3	0	2	d	3	3	0	0.0703534150992	0.0885823672608	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	3	0	3
1	172024910	188660694	3	3	0	3	b	5	3	0	0.0614132045843	0.0876711848517	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	188660695	192088598	3	3	0	2	d	3	3	0	0.0653596497829	0.084356515278	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	4	1	3	3	0	1	NA	NA	NA	4	1	3
1	192088599	196668789	3	3	0	2	d	4	3	0	0.0661591661641	0.0837932166134	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	4	1	3
1	196668790	197277637	2	2	0	2	d	3	2	0	0.0650118704692	0.0973258939072	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	0	1	NA	NA	NA	3	1	2
1	197277638	199320287	2	2	0	2	d	3	2	0	0.0654171227011	0.0970779852582	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	0	1	NA	NA	NA	3	1	2
1	199320288	216707602	2	2	0	2	d	4	2	0	0.0688196382712	0.083201731701	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	1	0	1	NA	NA	NA	2	0	2
1	216707603	216746444	3	3	0	1	g	NA	3	0	0.05	0.1	NA	NA	NA	4	1	1	NA	NA	NA	NA	NA	NA	NA	7	3	4	6	2	1	NA	NA	NA	3	0	3
1	216746445	221019997	3	3	0	3	b	5	3	0	0.0650181612773	0.085400127896	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	221019998	222838004	3	3	0	3	b	5	3	0	0.0662488610266	0.0875032203392	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	222838005	234196884	2	2	0	2	d	3	3	0	0.0683538005898	0.0926032176843	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
