chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	10001	12846218	1	1	0	3	a	6	1	0	0.0658728854112	0.114928142485	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	12846219	12963801	1	1	0	2	d	4	1	0.29	0.05	0.507290396579	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	NA	NA	NA	1	0	1
1	12963802	43143516	1	1	0	3	a	6	1	0	0.0625934903954	0.10468861507	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	43143517	78747823	2	1	1	3	a	6	1	1	0.0393253628157	0.134513870954	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	78747824	81207367	1	1	0	3	a	6	1	0	0.0582562487442	0.0768782992675	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	81207368	81239935	4	2	2	1	g	NA	1	1	0.05	0.1	1	0	1	2	2	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	2	0.862087	2	1	0.137913	2	1	1
1	81239936	82877586	1	1	0	3	a	6	1	0	0.0695569825226	0.153437339245	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	82877587	83189749	2	1	1	2	d	5	1	1	0.0508381639073	0.120556822045	2.292603	1.146301271	1.14630127	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	83189750	107299512	2	1	1	3	a	6	1	1	0.039014895355	0.129889882634	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
1	107299513	121499999	2	1	1	3	a	6	1	1	0.0384208141975	0.159969283468	2	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	1	1	1	NA	NA	NA	2	1	1
