chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	1	790008	2	2	0	1	g	NA	2	0	0.05	0.440791341719	NA	NA	NA	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	3	0	3
1	790009	8532604	2	2	0	3	b	6	2	0	0.0610243038594	0.205720040284	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	3	0	3
1	8532605	8729317	2	2	0	2	d	4	2	0	0.0583717365777	0.118450855519	1.693265	0.061801997	1.63146317	1	0	0.360988468589652	2	0	0.639011531410348	0.073256798759975	0.071359018062588	0.289892067591072	0.571450758985965	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	8729318	12898401	2	2	0	2	d	5	2	0	0.0542080846901	0.11940869435	2	0	2	2	0	0.814651291452876	3	0	0.185348708547124	0.0271849392277148	0.0259228487420231	0.869979650011688	0.970780528743629	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	12898402	14849375	2	2	0	2	d	5	2	0	0.0568688876015	0.253538974265	1.872407	0.058464802	1.81394256	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	14849376	14984107	1	1	0	2	d	4	1	0	0.0775770091228	0.0968462999053	1.033433	0.100861914	0.93257085	0	0	0.176412217131522	1	0	0.823587782868478	0.0730515794030359	0.0742592742925303	0.0348981457795253	0.315215639699319	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	14984108	16478766	2	2	0	3	a	6	2	0	0.0537128244874	0.108588092931	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	16478767	16486893	2	2	0	3	b	5	2	0	0.05	0.1	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
1	16486894	20602892	2	2	0	3	a	6	2	0	0.060846494605	0.137283899411	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	20602893	20795062	3	3	0	2	d	5	3	0	0.05086789604	0.145695643972	2.801309	0.039423562	2.76188507	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	20795063	20795331	3	3	0	2	d	3	3	0	0.05	0.1	2.801309	0.039423562	2.76188507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	NA	NA	NA	3	0	3
1	20795332	20801915	2	2	0	1	g	NA	3	0	0.05	0.1	NA	NA	NA	4	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	3	0	3
1	20801916	20801981	2	2	0	1	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	3	0	3
1	20801982	20802006	2	2	0	1	g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA
1	20802007	31999529	2	2	0	3	a	6	2	0	0.0611752533643	0.133622270848	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	31999530	31999774	2	2	0	2	d	4	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	2	0	2
1	31999775	31999874	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	31999875	32000751	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32000752	32000996	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32000997	32001907	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32001908	32002016	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32002017	32002053	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32002054	32003235	2	2	0	2	d	2	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	NA	NA	NA	NA	NA	NA
1	32003236	32003919	2	2	0	2	d	3	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
1	32003920	36254438	2	2	0	3	a	6	2	0	0.0575223299804	0.113283992312	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	36254439	36303243	2	2	0	1	g	NA	2	0	0.05	0.1	2	0	2	3	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	0	1	NA	NA	NA	3	0	3
1	36303244	72767295	2	2	0	3	a	6	2	0	0.0578808723829	0.119802063027	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	72767296	76560509	2	2	0	2	d	4	2	0	0.0574250170105	0.109959418243	1.996819	0.111255692	1.8855635	2	0	0.932452683404597	2	1	0.0675473165954035	0.00687725551632457	0.00690305855398199	0.911213594534105	0.938316461664694	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	76560510	76696329	1	1	0	2	d	5	1	0	0.0693055432175	0.0555998332125	1.09943	0.109967847	0.98946223	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	NA	NA	NA	1	0	1
1	76696330	78427121	2	2	0	2	d	5	2	0	0.0565139543055	0.108935818499	1.972122	0.088117663	1.88400472	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	78427122	78438704	2	2	0	2	d	4	2	0	0.05	0.1	1.972122	0.088117663	1.88400472	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
1	78438705	82295621	2	2	0	2	d	5	2	0	0.0553014119735	0.113256244392	1.960278	0.10575342	1.85452472	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	82295622	82297290	1	1	0	2	f	3	2	0	0.05	0.1	1.960278	0.10575342	1.85452472	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	1	0	1
1	82297291	121499999	2	2	0	3	a	6	2	0	0.0583774313429	0.125486837762	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	121500000	128899999	2	2	0	2	d	3	2	0	0.05	0.1	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	NA	2	0	2
1	128900000	143387092	2	2	0	2	d	3	2	0	0.05	0.519241442832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
