chromosome	start	end	total_cn	major_cn	minor_cn	star	level	methods_agree	absolute_broad_major_cn	absolute_broad_minor_cn	absolute_broad_het_error	absolute_broad_cov_error	aceseq_copy_number	aceseq_minor_cn	aceseq_major_cn	battenberg_nMaj1_A	battenberg_nMin1_A	battenberg_frac1_A	battenberg_nMaj2_A	battenberg_nMin2_A	battenberg_frac2_A	battenberg_SDfrac_A	battenberg_SDfrac_A_BS	battenberg_frac1_A_0.025	battenberg_frac1_A_0.975	clonehd_copy_number	clonehd_minor_cn	clonehd_major_cn	sclust_nMaj1_A	sclust_nMin1_A	sclust_frac1_A	sclust_nMaj2_A	sclust_nMin2_A	sclust_frac2_A	jabba_copy_number	jabba_minor_cn	jabba_major_cn
1	1	17274490	2	2	0	2	d	4	2.12	0	0.0660520807008	0.295418951518	2.146824	0.0506966792	2.096128	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	17274491	25611601	2	2	0	2	d	4	2.12	0	0.0664887395478	0.165532269988	2.162984	0.05048584	2.112498	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	25611602	51136342	2	2	0	2	d	4	2.12	0	0.0653180620121	0.19540878303	2.138	0.0445372371	2.093463	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	51136343	51137094	2	2	0	2	d	3	2.12	0	0.05	0.1	2.138	0.0445372371	2.093463	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
1	51137095	88005320	2	2	0	2	d	5	2.12	0	0.0628354031855	0.144818096765	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	88005321	88005421	2	2	0	2	d	3	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	1	NA	NA	NA	2	0	2
1	88005422	99212112	3	3	0	2	d	4	3.12	0	0.0527854931002	0.174691618296	3.135129	0.0393799028	3.095749	3	0	1	NA	NA	NA	NA	NA	NA	NA	3	0	3	3	0	1	NA	NA	NA	3	0	3
1	99212113	117542775	2	2	0	3	a	6	2	0	0.0646325975	0.146816042807	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	117542776	120269997	2	2	0	3	a	6	2	0	0.0702387647366	0.142266335708	2	0	2	2	0	1	NA	NA	NA	NA	NA	NA	NA	2	0	2	2	0	1	NA	NA	NA	2	0	2
1	120269998	121499999	3	2	1	3	a	6	2	1	0.0640974067743	0.580044786443	3	1	2	2	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	1	NA	NA	NA	3	1	2
1	121500000	128899999	3	2	1	2	d	3	NA	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	1	1	NA	NA	NA	3	1	2
1	128900000	143502499	3	2	1	2	d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	NA	NA	NA	3	1	2
1	143502500	160332860	3	2	1	2	d	3	1.44	0.77	0.058506377665	0.348989945718	3.216896	1.168111342	2.048784	2	1	0.869357399969642	2	2	0.130642600030358	0.00839417522734526	0.00876577745719008	0.839944250639994	0.874108188090369	3	1	2	2	1	1	NA	NA	NA	3	1	2
