start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,3,3,SA01-Library-10-10
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,3,3,SA01-Library-10-10
1000001,1500000,1,276,0.598332,0.982072,1.03736628456038,3.08151370925281,TRUE,FALSE,266.058386616031,46,NA,3,3,SA01-Library-10-10
1500001,2000000,1,258,0.539498,0.963004,1.06865617599091,3.17446084937033,TRUE,FALSE,241.424703095708,46,NA,3,3,SA01-Library-10-10
2000001,2500000,1,264,0.594508,0.997066,0.998220521290524,2.9652305718783,TRUE,FALSE,264.470619837282,46,NA,3,3,SA01-Library-10-10
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,3,3,SA01-Library-10-10
3000001,3500000,1,275,0.584572,0.996989,1.05632551653541,3.13783242147386,TRUE,FALSE,260.336416848055,46,NA,3,3,SA01-Library-10-10
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,3,3,SA01-Library-10-10
4000001,4500000,1,215,0.482574,0.996234,0.989994030226045,2.94079364408189,TRUE,TRUE,217.173026741292,46,NA,3,3,SA01-Library-10-10
4500001,5000000,1,203,0.481828,0.999002,0.936120274570936,2.78076076168441,TRUE,TRUE,216.852476668176,46,NA,3,3,SA01-Library-10-10
5000001,5500000,1,215,0.447446,0.997099,1.06434456771902,3.16165314567251,TRUE,TRUE,202.002252391594,46,NA,3,3,SA01-Library-10-10
5500001,6000000,1,217,0.49113,0.997494,0.982592159354963,2.9188062642115,TRUE,TRUE,220.84442454991,46,NA,3,3,SA01-Library-10-10
6000001,6500000,1,228,0.545072,0.997854,0.935279691054943,2.77826379444454,TRUE,TRUE,243.777345087894,46,NA,3,3,SA01-Library-10-10
6500001,7000000,1,212,0.489968,0.999179,0.962121666992568,2.85799832800929,TRUE,TRUE,220.346352517636,46,NA,3,3,SA01-Library-10-10
7000001,7500000,1,222,0.470672,0.99554,1.04692083094315,3.10989564734201,TRUE,TRUE,212.050418177279,46,NA,3,3,SA01-Library-10-10
7500001,8000000,1,225,0.48825,0.998566,1.02454515738997,3.04342833889549,TRUE,TRUE,219.609646658414,46,NA,3,3,SA01-Library-10-10
8000001,8500000,1,213,0.462702,0.998576,1.02104357096414,3.03302681849142,TRUE,TRUE,208.610098586559,46,NA,3,3,SA01-Library-10-10
8500001,9000000,1,178,0.42601,0.997957,0.923870006590903,2.74437113799572,TRUE,TRUE,192.667798207697,46,NA,3,3,SA01-Library-10-10
9000001,9500000,1,239,0.506692,0.999332,1.05055720917742,3.12069756904287,TRUE,TRUE,227.49831985555,46,NA,3,3,SA01-Library-10-10
9500001,10000000,1,227,0.497248,0.999216,1.01582366671678,3.0175210065727,TRUE,TRUE,223.463980450152,46,NA,3,3,SA01-Library-10-10
10000001,10500000,1,185,0.445162,0.999742,0.920350198777553,2.73391549065861,TRUE,TRUE,201.010441727208,46,NA,3,3,SA01-Library-10-10
10500001,11000000,1,226,0.511386,0.999463,0.984752366557766,2.92522319544336,TRUE,TRUE,229.49932152993,46,NA,3,3,SA01-Library-10-10
11000001,11500000,1,196,0.480212,0.996129,0.906744758425475,2.69350030502038,TRUE,TRUE,216.15785277915,46,NA,3,3,SA01-Library-10-10
11500001,12000000,1,235,0.519874,0.9993,1.00810528716766,2.99459343243825,TRUE,TRUE,233.110571873152,46,NA,3,3,SA01-Library-10-10
12000001,12500000,1,189,0.476294,0.998406,0.881232437781551,2.61771553450181,TRUE,TRUE,214.472359274241,46,NA,3,3,SA01-Library-10-10
12500001,13000000,1,190,0.462062,0.982103,0.911999324108239,2.70910907930638,TRUE,TRUE,208.333487731237,46,NA,3,3,SA01-Library-10-10
13000001,13500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,3,3,SA01-Library-10-10
