"chr","start","end","copy","state","Min","Maj","cell_id"
"1",1,5e+05,2,2,1,1,"SA01-Library-1-1"
"1",500001,1e+06,2,2,1,1,"SA01-Library-1-1"
"1",1000001,1500000,2,2,1,1,"SA01-Library-1-1"
"1",1500001,2e+06,2,2,1,1,"SA01-Library-1-1"
"1",2000001,2500000,2,2,1,1,"SA01-Library-1-1"
"1",2500001,3e+06,2,2,1,1,"SA01-Library-1-1"
"1",3000001,3500000,2,2,1,1,"SA01-Library-1-1"
"1",3500001,4e+06,2,2,1,1,"SA01-Library-1-1"
"1",4000001,4500000,2,2,1,1,"SA01-Library-1-1"
"1",4500001,5e+06,2,2,1,1,"SA01-Library-1-1"
"1",5000001,5500000,2,2,1,1,"SA01-Library-1-1"
"1",5500001,6e+06,2,2,1,1,"SA01-Library-1-1"
"1",6000001,6500000,2,2,1,1,"SA01-Library-1-1"
"1",6500001,7e+06,2,2,1,1,"SA01-Library-1-1"
"1",7000001,7500000,2,2,1,1,"SA01-Library-1-1"
"1",7500001,8e+06,2,2,1,1,"SA01-Library-1-1"
"1",8000001,8500000,2,2,1,1,"SA01-Library-1-1"
"1",8500001,9e+06,2,2,1,1,"SA01-Library-1-1"
"1",9000001,9500000,2,2,1,1,"SA01-Library-1-1"
"1",9500001,1e+07,2,2,1,1,"SA01-Library-1-1"
"1",10000001,10500000,2,2,1,1,"SA01-Library-1-1"
"1",10500001,1.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",11000001,11500000,2,2,1,1,"SA01-Library-1-1"
"1",11500001,1.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",12000001,12500000,2,2,1,1,"SA01-Library-1-1"
"1",12500001,1.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",13000001,13500000,2,2,1,1,"SA01-Library-1-1"
"1",13500001,1.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",14000001,14500000,2,2,1,1,"SA01-Library-1-1"
"1",14500001,1.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",15000001,15500000,2,2,1,1,"SA01-Library-1-1"
"1",15500001,1.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",16000001,16500000,2,2,1,1,"SA01-Library-1-1"
"1",16500001,1.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",17000001,17500000,2,2,1,1,"SA01-Library-1-1"
"1",17500001,1.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",18000001,18500000,2,2,1,1,"SA01-Library-1-1"
"1",18500001,1.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",19000001,19500000,2,2,1,1,"SA01-Library-1-1"
"1",19500001,2e+07,2,2,1,1,"SA01-Library-1-1"
"1",20000001,20500000,2,2,1,1,"SA01-Library-1-1"
"1",20500001,2.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",21000001,21500000,2,2,1,1,"SA01-Library-1-1"
"1",21500001,2.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",22000001,22500000,2,2,1,1,"SA01-Library-1-1"
"1",22500001,2.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",23000001,23500000,2,2,1,1,"SA01-Library-1-1"
"1",23500001,2.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",24000001,24500000,2,2,1,1,"SA01-Library-1-1"
"1",24500001,2.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",25000001,25500000,2,2,1,1,"SA01-Library-1-1"
"1",25500001,2.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",26000001,26500000,2,2,1,1,"SA01-Library-1-1"
"1",26500001,2.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",27000001,27500000,2,2,1,1,"SA01-Library-1-1"
"1",27500001,2.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",28000001,28500000,2,2,1,1,"SA01-Library-1-1"
"1",28500001,2.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",29000001,29500000,2,2,1,1,"SA01-Library-1-1"
"1",29500001,3e+07,2,2,1,1,"SA01-Library-1-1"
"1",30000001,30500000,2,2,1,1,"SA01-Library-1-1"
"1",30500001,3.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",31000001,31500000,2,2,1,1,"SA01-Library-1-1"
"1",31500001,3.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",32000001,32500000,2,2,1,1,"SA01-Library-1-1"
"1",32500001,3.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",33000001,33500000,2,2,1,1,"SA01-Library-1-1"
"1",33500001,3.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",34000001,34500000,2,2,1,1,"SA01-Library-1-1"
"1",34500001,3.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",35000001,35500000,2,2,1,1,"SA01-Library-1-1"
"1",35500001,3.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",36000001,36500000,2,2,1,1,"SA01-Library-1-1"
"1",36500001,3.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",37000001,37500000,2,2,1,1,"SA01-Library-1-1"
"1",37500001,3.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",38000001,38500000,2,2,1,1,"SA01-Library-1-1"
"1",38500001,3.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",39000001,39500000,2,2,1,1,"SA01-Library-1-1"
"1",39500001,4e+07,2,2,1,1,"SA01-Library-1-1"
"1",40000001,40500000,2,2,1,1,"SA01-Library-1-1"
"1",40500001,4.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",41000001,41500000,2,2,1,1,"SA01-Library-1-1"
"1",41500001,4.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",42000001,42500000,2,2,1,1,"SA01-Library-1-1"
"1",42500001,4.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",43000001,43500000,2,2,1,1,"SA01-Library-1-1"
"1",43500001,4.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",44000001,44500000,2,2,1,1,"SA01-Library-1-1"
"1",44500001,4.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",45000001,45500000,2,2,1,1,"SA01-Library-1-1"
"1",45500001,4.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",46000001,46500000,2,2,1,1,"SA01-Library-1-1"
"1",46500001,4.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",47000001,47500000,2,2,1,1,"SA01-Library-1-1"
"1",47500001,4.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",48000001,48500000,2,2,1,1,"SA01-Library-1-1"
"1",48500001,4.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",49000001,49500000,2,2,1,1,"SA01-Library-1-1"
"1",49500001,5e+07,2,2,1,1,"SA01-Library-1-1"
"1",50000001,50500000,2,2,1,1,"SA01-Library-1-1"
"1",50500001,5.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",51000001,51500000,2,2,1,1,"SA01-Library-1-1"
"1",51500001,5.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",52000001,52500000,2,2,1,1,"SA01-Library-1-1"
"1",52500001,5.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",53000001,53500000,2,2,1,1,"SA01-Library-1-1"
"1",53500001,5.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",54000001,54500000,2,2,1,1,"SA01-Library-1-1"
"1",54500001,5.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",55000001,55500000,2,2,1,1,"SA01-Library-1-1"
"1",55500001,5.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",56000001,56500000,2,2,1,1,"SA01-Library-1-1"
"1",56500001,5.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",57000001,57500000,2,2,1,1,"SA01-Library-1-1"
"1",57500001,5.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",58000001,58500000,2,2,1,1,"SA01-Library-1-1"
"1",58500001,5.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",59000001,59500000,2,2,1,1,"SA01-Library-1-1"
"1",59500001,6e+07,2,2,1,1,"SA01-Library-1-1"
"1",60000001,60500000,2,2,1,1,"SA01-Library-1-1"
"1",60500001,6.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",61000001,61500000,2,2,1,1,"SA01-Library-1-1"
"1",61500001,6.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",62000001,62500000,2,2,1,1,"SA01-Library-1-1"
"1",62500001,6.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",63000001,63500000,2,2,1,1,"SA01-Library-1-1"
"1",63500001,6.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",64000001,64500000,2,2,1,1,"SA01-Library-1-1"
"1",64500001,6.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",65000001,65500000,2,2,1,1,"SA01-Library-1-1"
"1",65500001,6.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",66000001,66500000,2,2,1,1,"SA01-Library-1-1"
"1",66500001,6.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",67000001,67500000,2,2,1,1,"SA01-Library-1-1"
"1",67500001,6.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",68000001,68500000,2,2,1,1,"SA01-Library-1-1"
"1",68500001,6.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",69000001,69500000,2,2,1,1,"SA01-Library-1-1"
"1",69500001,7e+07,2,2,1,1,"SA01-Library-1-1"
"1",70000001,70500000,2,2,1,1,"SA01-Library-1-1"
"1",70500001,7.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",71000001,71500000,2,2,1,1,"SA01-Library-1-1"
"1",71500001,7.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",72000001,72500000,2,2,1,1,"SA01-Library-1-1"
"1",72500001,7.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",73000001,73500000,2,2,1,1,"SA01-Library-1-1"
"1",73500001,7.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",74000001,74500000,2,2,1,1,"SA01-Library-1-1"
"1",74500001,7.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",75000001,75500000,2,2,1,1,"SA01-Library-1-1"
"1",75500001,7.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",76000001,76500000,2,2,1,1,"SA01-Library-1-1"
"1",76500001,7.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",77000001,77500000,2,2,1,1,"SA01-Library-1-1"
"1",77500001,7.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",78000001,78500000,2,2,1,1,"SA01-Library-1-1"
"1",78500001,7.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",79000001,79500000,2,2,1,1,"SA01-Library-1-1"
"1",79500001,8e+07,2,2,1,1,"SA01-Library-1-1"
"1",80000001,80500000,2,2,1,1,"SA01-Library-1-1"
"1",80500001,8.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",81000001,81500000,2,2,1,1,"SA01-Library-1-1"
"1",81500001,8.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",82000001,82500000,2,2,1,1,"SA01-Library-1-1"
"1",82500001,8.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",83000001,83500000,2,2,1,1,"SA01-Library-1-1"
"1",83500001,8.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",84000001,84500000,2,2,1,1,"SA01-Library-1-1"
"1",84500001,8.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",85000001,85500000,2,2,1,1,"SA01-Library-1-1"
"1",85500001,8.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",86000001,86500000,2,2,1,1,"SA01-Library-1-1"
"1",86500001,8.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",87000001,87500000,2,2,1,1,"SA01-Library-1-1"
"1",87500001,8.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",88000001,88500000,2,2,1,1,"SA01-Library-1-1"
"1",88500001,8.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",89000001,89500000,2,2,1,1,"SA01-Library-1-1"
"1",89500001,9e+07,2,2,1,1,"SA01-Library-1-1"
"1",90000001,90500000,2,2,1,1,"SA01-Library-1-1"
"1",90500001,9.1e+07,2,2,1,1,"SA01-Library-1-1"
"1",91000001,91500000,2,2,1,1,"SA01-Library-1-1"
"1",91500001,9.2e+07,2,2,1,1,"SA01-Library-1-1"
"1",92000001,92500000,2,2,1,1,"SA01-Library-1-1"
"1",92500001,9.3e+07,2,2,1,1,"SA01-Library-1-1"
"1",93000001,93500000,2,2,1,1,"SA01-Library-1-1"
"1",93500001,9.4e+07,2,2,1,1,"SA01-Library-1-1"
"1",94000001,94500000,2,2,1,1,"SA01-Library-1-1"
"1",94500001,9.5e+07,2,2,1,1,"SA01-Library-1-1"
"1",95000001,95500000,2,2,1,1,"SA01-Library-1-1"
"1",95500001,9.6e+07,2,2,1,1,"SA01-Library-1-1"
"1",96000001,96500000,2,2,1,1,"SA01-Library-1-1"
"1",96500001,9.7e+07,2,2,1,1,"SA01-Library-1-1"
"1",97000001,97500000,2,2,1,1,"SA01-Library-1-1"
"1",97500001,9.8e+07,2,2,1,1,"SA01-Library-1-1"
"1",98000001,98500000,2,2,1,1,"SA01-Library-1-1"
"1",98500001,9.9e+07,2,2,1,1,"SA01-Library-1-1"
"1",99000001,99500000,2,2,1,1,"SA01-Library-1-1"
"1",99500001,1e+08,2,2,1,1,"SA01-Library-1-1"
"1",100000001,100500000,2,2,1,1,"SA01-Library-1-1"
"1",100500001,1.01e+08,2,2,1,1,"SA01-Library-1-1"
"1",101000001,101500000,2,2,1,1,"SA01-Library-1-1"
"1",101500001,1.02e+08,2,2,1,1,"SA01-Library-1-1"
"1",102000001,102500000,2,2,1,1,"SA01-Library-1-1"
"1",102500001,1.03e+08,2,2,1,1,"SA01-Library-1-1"
"1",103000001,103500000,2,2,1,1,"SA01-Library-1-1"
"1",103500001,1.04e+08,2,2,1,1,"SA01-Library-1-1"
"1",104000001,104500000,2,2,1,1,"SA01-Library-1-1"
"1",104500001,1.05e+08,2,2,1,1,"SA01-Library-1-1"
"1",105000001,105500000,2,2,1,1,"SA01-Library-1-1"
"1",105500001,1.06e+08,2,2,1,1,"SA01-Library-1-1"
"1",106000001,106500000,2,2,1,1,"SA01-Library-1-1"
"1",106500001,1.07e+08,2,2,1,1,"SA01-Library-1-1"
"1",107000001,107500000,2,2,1,1,"SA01-Library-1-1"
"1",107500001,1.08e+08,2,2,1,1,"SA01-Library-1-1"
"1",108000001,108500000,2,2,1,1,"SA01-Library-1-1"
"1",108500001,1.09e+08,2,2,1,1,"SA01-Library-1-1"
"1",109000001,109500000,2,2,1,1,"SA01-Library-1-1"
"1",109500001,1.1e+08,2,2,1,1,"SA01-Library-1-1"
"1",110000001,110500000,2,2,1,1,"SA01-Library-1-1"
"1",110500001,1.11e+08,2,2,1,1,"SA01-Library-1-1"
"1",111000001,111500000,2,2,1,1,"SA01-Library-1-1"
"1",111500001,1.12e+08,2,2,1,1,"SA01-Library-1-1"
"1",112000001,112500000,2,2,1,1,"SA01-Library-1-1"
"1",112500001,1.13e+08,2,2,1,1,"SA01-Library-1-1"
"1",113000001,113500000,2,2,1,1,"SA01-Library-1-1"
"1",113500001,1.14e+08,2,2,1,1,"SA01-Library-1-1"
"1",114000001,114500000,2,2,1,1,"SA01-Library-1-1"
"1",114500001,1.15e+08,2,2,1,1,"SA01-Library-1-1"
"1",115000001,115500000,2,2,1,1,"SA01-Library-1-1"
"1",115500001,1.16e+08,2,2,1,1,"SA01-Library-1-1"
"1",116000001,116500000,2,2,1,1,"SA01-Library-1-1"
"1",116500001,1.17e+08,2,2,1,1,"SA01-Library-1-1"
"1",117000001,117500000,2,2,1,1,"SA01-Library-1-1"
"1",117500001,1.18e+08,2,2,1,1,"SA01-Library-1-1"
"1",118000001,118500000,2,2,1,1,"SA01-Library-1-1"
"1",118500001,1.19e+08,2,2,1,1,"SA01-Library-1-1"
"1",119000001,119500000,2,2,1,1,"SA01-Library-1-1"
"1",119500001,1.2e+08,2,2,1,1,"SA01-Library-1-1"
"1",120000001,120500000,2,2,1,1,"SA01-Library-1-1"
"1",120500001,1.21e+08,2,2,1,1,"SA01-Library-1-1"
"1",121000001,121500000,2,2,1,1,"SA01-Library-1-1"
"1",121500001,1.22e+08,2,2,1,1,"SA01-Library-1-1"
"1",122000001,122500000,2,2,1,1,"SA01-Library-1-1"
"1",122500001,1.23e+08,2,2,1,1,"SA01-Library-1-1"
"1",123000001,123500000,2,2,1,1,"SA01-Library-1-1"
"1",123500001,1.24e+08,2,2,1,1,"SA01-Library-1-1"
"1",124000001,124500000,2,2,1,1,"SA01-Library-1-1"
"1",124500001,1.25e+08,2,2,1,1,"SA01-Library-1-1"
"1",125000001,125500000,2,2,1,1,"SA01-Library-1-1"
"1",125500001,1.26e+08,2,2,1,1,"SA01-Library-1-1"
"1",126000001,126500000,2,2,1,1,"SA01-Library-1-1"
"1",126500001,1.27e+08,2,2,1,1,"SA01-Library-1-1"
"1",127000001,127500000,2,2,1,1,"SA01-Library-1-1"
"1",127500001,1.28e+08,2,2,1,1,"SA01-Library-1-1"
"1",128000001,128500000,2,2,1,1,"SA01-Library-1-1"
"1",128500001,1.29e+08,2,2,1,1,"SA01-Library-1-1"
"1",129000001,129500000,2,2,1,1,"SA01-Library-1-1"
"1",129500001,1.3e+08,2,2,1,1,"SA01-Library-1-1"
"1",130000001,130500000,2,2,1,1,"SA01-Library-1-1"
"1",130500001,1.31e+08,2,2,1,1,"SA01-Library-1-1"
"1",131000001,131500000,2,2,1,1,"SA01-Library-1-1"
"1",131500001,1.32e+08,2,2,1,1,"SA01-Library-1-1"
"1",132000001,132500000,2,2,1,1,"SA01-Library-1-1"
"1",132500001,1.33e+08,2,2,1,1,"SA01-Library-1-1"
"1",133000001,133500000,2,2,1,1,"SA01-Library-1-1"
"1",133500001,1.34e+08,2,2,1,1,"SA01-Library-1-1"
"1",134000001,134500000,2,2,1,1,"SA01-Library-1-1"
"1",134500001,1.35e+08,2,2,1,1,"SA01-Library-1-1"
"1",135000001,135500000,2,2,1,1,"SA01-Library-1-1"
"1",135500001,1.36e+08,2,2,1,1,"SA01-Library-1-1"
"1",136000001,136500000,2,2,1,1,"SA01-Library-1-1"
"1",136500001,1.37e+08,2,2,1,1,"SA01-Library-1-1"
"1",137000001,137500000,2,2,1,1,"SA01-Library-1-1"
"1",137500001,1.38e+08,2,2,1,1,"SA01-Library-1-1"
"1",138000001,138500000,2,2,1,1,"SA01-Library-1-1"
"1",138500001,1.39e+08,2,2,1,1,"SA01-Library-1-1"
"1",139000001,139500000,2,2,1,1,"SA01-Library-1-1"
"1",139500001,1.4e+08,2,2,1,1,"SA01-Library-1-1"
"1",140000001,140500000,2,2,1,1,"SA01-Library-1-1"
"1",140500001,1.41e+08,2,2,1,1,"SA01-Library-1-1"
"1",141000001,141500000,2,2,1,1,"SA01-Library-1-1"
"1",141500001,1.42e+08,2,2,1,1,"SA01-Library-1-1"
"1",142000001,142500000,2,2,1,1,"SA01-Library-1-1"
"1",142500001,1.43e+08,2,2,1,1,"SA01-Library-1-1"
"1",143000001,143500000,2,2,1,1,"SA01-Library-1-1"
"1",143500001,1.44e+08,2,2,1,1,"SA01-Library-1-1"
"1",144000001,144500000,2,2,1,1,"SA01-Library-1-1"
"1",144500001,1.45e+08,2,2,1,1,"SA01-Library-1-1"
"1",145000001,145500000,2,2,1,1,"SA01-Library-1-1"
"1",145500001,1.46e+08,2,2,1,1,"SA01-Library-1-1"
"1",146000001,146500000,2,2,1,1,"SA01-Library-1-1"
"1",146500001,1.47e+08,2,2,1,1,"SA01-Library-1-1"
"1",147000001,147500000,2,2,1,1,"SA01-Library-1-1"
"1",147500001,1.48e+08,2,2,1,1,"SA01-Library-1-1"
"1",148000001,148500000,2,2,1,1,"SA01-Library-1-1"
"1",148500001,1.49e+08,2,2,1,1,"SA01-Library-1-1"
"1",149000001,149500000,2,2,1,1,"SA01-Library-1-1"
"1",149500001,1.5e+08,2,2,1,1,"SA01-Library-1-1"
"1",150000001,150500000,2,2,1,1,"SA01-Library-1-1"
"1",150500001,1.51e+08,2,2,1,1,"SA01-Library-1-1"
"1",151000001,151500000,2,2,1,1,"SA01-Library-1-1"
"1",151500001,1.52e+08,2,2,1,1,"SA01-Library-1-1"
"1",152000001,152500000,2,2,1,1,"SA01-Library-1-1"
"1",152500001,1.53e+08,2,2,1,1,"SA01-Library-1-1"
"1",153000001,153500000,2,2,1,1,"SA01-Library-1-1"
"1",153500001,1.54e+08,2,2,1,1,"SA01-Library-1-1"
"1",154000001,154500000,2,2,1,1,"SA01-Library-1-1"
"1",154500001,1.55e+08,2,2,1,1,"SA01-Library-1-1"
"1",155000001,155500000,2,2,1,1,"SA01-Library-1-1"
"1",155500001,1.56e+08,2,2,1,1,"SA01-Library-1-1"
"1",156000001,156500000,2,2,1,1,"SA01-Library-1-1"
"1",156500001,1.57e+08,2,2,1,1,"SA01-Library-1-1"
"1",157000001,157500000,2,2,1,1,"SA01-Library-1-1"
"1",157500001,1.58e+08,2,2,1,1,"SA01-Library-1-1"
"1",158000001,158500000,2,2,1,1,"SA01-Library-1-1"
"1",158500001,1.59e+08,2,2,1,1,"SA01-Library-1-1"
"1",159000001,159500000,2,2,1,1,"SA01-Library-1-1"
"1",159500001,1.6e+08,2,2,1,1,"SA01-Library-1-1"
"1",160000001,160500000,2,2,1,1,"SA01-Library-1-1"
"1",160500001,1.61e+08,2,2,1,1,"SA01-Library-1-1"
"1",161000001,161500000,2,2,1,1,"SA01-Library-1-1"
"1",161500001,1.62e+08,2,2,1,1,"SA01-Library-1-1"
"1",162000001,162500000,2,2,1,1,"SA01-Library-1-1"
"1",162500001,1.63e+08,2,2,1,1,"SA01-Library-1-1"
"1",163000001,163500000,2,2,1,1,"SA01-Library-1-1"
"1",163500001,1.64e+08,2,2,1,1,"SA01-Library-1-1"
"1",164000001,164500000,2,2,1,1,"SA01-Library-1-1"
"1",164500001,1.65e+08,2,2,1,1,"SA01-Library-1-1"
"1",165000001,165500000,2,2,1,1,"SA01-Library-1-1"
"1",165500001,1.66e+08,2,2,1,1,"SA01-Library-1-1"
"1",166000001,166500000,2,2,1,1,"SA01-Library-1-1"
"1",166500001,1.67e+08,2,2,1,1,"SA01-Library-1-1"
"1",167000001,167500000,2,2,1,1,"SA01-Library-1-1"
"1",167500001,1.68e+08,2,2,1,1,"SA01-Library-1-1"
"1",168000001,168500000,2,2,1,1,"SA01-Library-1-1"
"1",168500001,1.69e+08,2,2,1,1,"SA01-Library-1-1"
"1",169000001,169500000,2,2,1,1,"SA01-Library-1-1"
"1",169500001,1.7e+08,2,2,1,1,"SA01-Library-1-1"
"1",170000001,170500000,2,2,1,1,"SA01-Library-1-1"
"1",170500001,1.71e+08,2,2,1,1,"SA01-Library-1-1"
"1",171000001,171500000,2,2,1,1,"SA01-Library-1-1"
"1",171500001,1.72e+08,2,2,1,1,"SA01-Library-1-1"
"1",172000001,172500000,2,2,1,1,"SA01-Library-1-1"
"1",172500001,1.73e+08,2,2,1,1,"SA01-Library-1-1"
"1",173000001,173500000,2,2,1,1,"SA01-Library-1-1"
"1",173500001,1.74e+08,2,2,1,1,"SA01-Library-1-1"
"1",174000001,174500000,2,2,1,1,"SA01-Library-1-1"
"1",174500001,1.75e+08,2,2,1,1,"SA01-Library-1-1"
"1",175000001,175500000,2,2,1,1,"SA01-Library-1-1"
"1",175500001,1.76e+08,2,2,1,1,"SA01-Library-1-1"
"1",176000001,176500000,2,2,1,1,"SA01-Library-1-1"
"1",176500001,1.77e+08,2,2,1,1,"SA01-Library-1-1"
"1",177000001,177500000,2,2,1,1,"SA01-Library-1-1"
"1",177500001,1.78e+08,2,2,1,1,"SA01-Library-1-1"
"1",178000001,178500000,2,2,1,1,"SA01-Library-1-1"
"1",178500001,1.79e+08,2,2,1,1,"SA01-Library-1-1"
"1",179000001,179500000,2,2,1,1,"SA01-Library-1-1"
"1",179500001,1.8e+08,2,2,1,1,"SA01-Library-1-1"
"1",180000001,180500000,2,2,1,1,"SA01-Library-1-1"
"1",180500001,1.81e+08,2,2,1,1,"SA01-Library-1-1"
"1",181000001,181500000,2,2,1,1,"SA01-Library-1-1"
"1",181500001,1.82e+08,2,2,1,1,"SA01-Library-1-1"
"1",182000001,182500000,2,2,1,1,"SA01-Library-1-1"
"1",182500001,1.83e+08,2,2,1,1,"SA01-Library-1-1"
"1",183000001,183500000,2,2,1,1,"SA01-Library-1-1"
"1",183500001,1.84e+08,2,2,1,1,"SA01-Library-1-1"
"1",184000001,184500000,2,2,1,1,"SA01-Library-1-1"
"1",184500001,1.85e+08,2,2,1,1,"SA01-Library-1-1"
"1",185000001,185500000,2,2,1,1,"SA01-Library-1-1"
"1",185500001,1.86e+08,2,2,1,1,"SA01-Library-1-1"
"1",186000001,186500000,2,2,1,1,"SA01-Library-1-1"
"1",186500001,1.87e+08,2,2,1,1,"SA01-Library-1-1"
"1",187000001,187500000,2,2,1,1,"SA01-Library-1-1"
"1",187500001,1.88e+08,2,2,1,1,"SA01-Library-1-1"
"1",188000001,188500000,2,2,1,1,"SA01-Library-1-1"
"1",188500001,1.89e+08,2,2,1,1,"SA01-Library-1-1"
"1",189000001,189500000,2,2,1,1,"SA01-Library-1-1"
"1",189500001,1.9e+08,2,2,1,1,"SA01-Library-1-1"
"1",190000001,190500000,2,2,1,1,"SA01-Library-1-1"
"1",190500001,1.91e+08,2,2,1,1,"SA01-Library-1-1"
"1",191000001,191500000,2,2,1,1,"SA01-Library-1-1"
"1",191500001,1.92e+08,2,2,1,1,"SA01-Library-1-1"
"1",192000001,192500000,2,2,1,1,"SA01-Library-1-1"
"1",192500001,1.93e+08,2,2,1,1,"SA01-Library-1-1"
"1",193000001,193500000,2,2,1,1,"SA01-Library-1-1"
"1",193500001,1.94e+08,2,2,1,1,"SA01-Library-1-1"
"1",194000001,194500000,2,2,1,1,"SA01-Library-1-1"
