start,end,chr,reads,gc,map,cor_gc,copy,valid,ideal,modal_curve,modal_quantile,cor_map,multiplier,state,cell_id
1,500000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,4,4,SA01-Library-10-10
500001,1000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,4,4,SA01-Library-10-10
1000001,1500000,1,276,0.598332,0.982072,1.03736628456038,4.10868494567041,TRUE,FALSE,266.058386616031,46,NA,4,4,SA01-Library-10-10
1500001,2000000,1,258,0.539498,0.963004,1.06865617599091,4.2326144658271,TRUE,FALSE,241.424703095708,46,NA,4,4,SA01-Library-10-10
2000001,2500000,1,264,0.594508,0.997066,0.998220521290524,3.9536407625044,TRUE,FALSE,264.470619837282,46,NA,4,4,SA01-Library-10-10
2500001,3000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,4,4,SA01-Library-10-10
3000001,3500000,1,275,0.584572,0.996989,1.05632551653541,4.18377656196515,TRUE,FALSE,260.336416848055,46,NA,4,4,SA01-Library-10-10
3500001,4000000,1,0,-1,-1,NA,NA,FALSE,FALSE,NA,NA,NA,4,4,SA01-Library-10-10
4000001,4500000,1,215,0.482574,0.996234,0.989994030226045,3.92105819210918,TRUE,TRUE,217.173026741292,46,NA,4,4,SA01-Library-10-10
4500001,5000000,1,203,0.481828,0.999002,0.936120274570936,3.70768101557922,TRUE,TRUE,216.852476668176,46,NA,4,4,SA01-Library-10-10
5000001,5500000,1,215,0.447446,0.997099,1.06434456771902,4.21553752756335,TRUE,TRUE,202.002252391594,46,NA,4,4,SA01-Library-10-10
5500001,6000000,1,217,0.49113,0.997494,0.982592159354963,3.89174168561534,TRUE,TRUE,220.84442454991,46,NA,4,4,SA01-Library-10-10
6000001,6500000,1,228,0.545072,0.997854,0.935279691054943,3.70435172592605,TRUE,TRUE,243.777345087894,46,NA,4,4,SA01-Library-10-10
6500001,7000000,1,212,0.489968,0.999179,0.962121666992568,3.81066443734572,TRUE,TRUE,220.346352517636,46,NA,4,4,SA01-Library-10-10
7000001,7500000,1,222,0.470672,0.99554,1.04692083094315,4.14652752978935,TRUE,TRUE,212.050418177279,46,NA,4,4,SA01-Library-10-10
